type,project_id,project_name,id,label,amount,amount_ex_vat,vat_rate,percent,due_date,actual_date,milestone_id,created_at,contract_value,contract_signed_date,expenses,expected_profit,max_materials_expense,max_man_hr_expense,opex_value,opex_expense_percent,warranty_years,system_lifetime_years,milestone_kind,milestone_note,month,status,opening_cash,opening_cash_as_of,min_working_capital,prob_cold_lead,prob_hot_lead,prob_under_development,prob_commissioned,fixed_monthly,category,subcategory,warehouse_lot_id,warehouse_item_id,qty,is_maintenance,is_opex,budget_amount,source_sklad,wh_site,wh_slot,event_id,intentional,actor_user_id,actor_name,action,field,old_value,new_value,summary,occurred_at,entity_type,entity_id
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,2fb209f8-db4c-4743-96ca-aeaba7189f86,OPEX · Year 1,40000,33333.33,0.2,80,2028-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,92cfec44-0331-4727-a9fc-2dd3e6bb9cc2,OPEX · Year 2,40000,33333.33,0.2,80,2029-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,2087de74-3b44-4a76-9752-6d620dc5bd15,OPEX · Year 3,40000,33333.33,0.2,80,2030-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,ca27a51a-d596-4421-b7f5-39049d804de0,OPEX · Year 4,40000,33333.33,0.2,80,2031-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,7cc78fe3-7a2c-41db-9cfe-34eefba0e1d5,OPEX · Year 5,40000,33333.33,0.2,80,2032-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,45092774-4366-4b82-a52d-1f04dd478448,OPEX · Year 6,40000,33333.33,0.2,80,2033-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,5800a2bd-f993-42df-97cb-af5259eaf057,OPEX · Year 7,40000,33333.33,0.2,80,2034-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,9604c462-c195-4cb0-a729-30c1231912cc,OPEX · Year 8,40000,33333.33,0.2,80,2035-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,c9bbc62e-c771-45d3-a77a-58c6e70211b0,OPEX · Year 9,40000,33333.33,0.2,80,2036-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,7812b9b4-5a15-4595-97bd-5fa0c9ae7f61,OPEX · Year 10,40000,33333.33,0.2,80,2037-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,9f8d3d8e-2e00-4364-abb7-1da58b1d1de0,OPEX · Year 11,40000,33333.33,0.2,80,2038-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,448ce9d3-95ef-4211-9c38-04450c8eb607,OPEX · Year 12,40000,33333.33,0.2,80,2039-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,90a0bfa3-65de-4da9-ae01-cf2021eb69c0,OPEX · Year 13,40000,33333.33,0.2,80,2040-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,493e85ac-eb34-46c9-9183-809ad21c0d1e,OPEX · Year 14,40000,33333.33,0.2,80,2041-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
expense,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,4e6a20f8-cd33-41a5-a4c9-69d777b549c2,OPEX · Year 15,40000,33333.33,0.2,80,2042-05-15,,,2026-08-24T14:39:54.417Z,,,,,,,,,,,,,,,,,,,,,,,maintenance,,,,,,true,,,,,,,,,,,,,,,,
project,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,,,,,,,,,,,2800000,,2000000,800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,8c366f05-6f66-4e5b-a1e6-ac1717591f38,Prepayment,1680000,,,60,2026-11-02,,cea9bdda-5dd6-4b0f-a415-fb02d1dbcd63,2026-08-04T11:18:53.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,2a633a59-9135-4b4c-9dec-e465823bb5ec,Design approval,280000,,,10,2027-03-01,,2fca3233-6211-46f9-a617-ea7b5a74cc9c,2026-08-04T11:19:13.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,cd9ef615-33ec-4e49-b103-e9c37fc252b6,Engineering done,280000,,,10,2027-04-01,,27d8cc8e-6791-46bd-aaf5-1b968fb6a02b,2026-08-04T11:19:31.956Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,bbeeca8d-c96a-4d73-ad55-67718acf0041,FAT,280000,,,10,2028-03-04,,5c15462d-a84b-49f2-9df1-1c58b5d228b1,2026-08-04T11:20:06.380Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,afbe35fb-2415-4c2a-a6fd-e43b5eef75d1,SAT,140000,,,5,2028-04-03,,bf1bc35e-18a7-4a3f-8c54-2fd8f50433e5,2026-08-04T11:20:38.236Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,32561095-5614-46f8-b670-bbc7e5669564,FAC,140000,,,5,2028-05-01,,bff887e5-9d3f-4d86-ac77-4471d5fc0a75,2026-08-04T11:20:58.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,f2392e93-6ff6-45f2-9d19-5e46a12b7791,Costs Â· Prepayment,1200000,1000000,0.2,60,2026-12-02,,cea9bdda-5dd6-4b0f-a415-fb02d1dbcd63,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,96c8be9b-4426-44aa-b908-f12c5cf722f9,Costs Â· Design approval,200000,166666.67,0.2,10,2027-04-01,,2fca3233-6211-46f9-a617-ea7b5a74cc9c,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,a3fce42c-8ada-463c-81d6-c4a297a36f2a,Engineering done,200000,166666.67,0.2,10,2027-04-01,,27d8cc8e-6791-46bd-aaf5-1b968fb6a02b,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,93f1cf3e-e835-459a-a2df-2b3915f91462,FAT,200000,166666.67,0.2,10,2028-03-04,,5c15462d-a84b-49f2-9df1-1c58b5d228b1,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,5e5972cd-bbca-4119-b869-7399ab247a60,SAT,100000,83333.33,0.2,5,2028-04-03,,bf1bc35e-18a7-4a3f-8c54-2fd8f50433e5,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,e1509a3b-613c-4846-a411-87e5ab388326,5MW BoS/BoP for Inver with Stargate,7c469b32-492e-4481-8a49-fcfcf0b6a671,FAC,100000,83333.33,0.2,5,2029-01-01,,bff887e5-9d3f-4d86-ac77-4471d5fc0a75,2026-08-04T21:02:00.000Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
project,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,,,,,,,,,,,3000000,,900000,2100000,780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,15391957-9d1c-4fbe-abc2-e06dd5f3eabc,Prepayment,1200000,,,40,2026-09-10,,ce5c636a-d0d5-4ec2-8bc1-5f9570d39434,2026-08-04T11:24:48.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,10685556-91d1-4d36-b98a-03ccdcaffb1a,Design approval,300000,,,10,2026-09-20,,d808e64c-df35-47f4-a835-5492371ddfd3,2026-08-04T11:25:07.187Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,a1a4f547-711a-4d72-bdae-f68b51795e84,Engineering done,300000,,,10,2026-09-30,,53112704-1934-4958-91e1-2bf99ada4742,2026-08-04T11:25:19.163Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,1b11506b-198a-4197-b87b-a39b1688751f,FAT,600000,,,20,2026-11-02,,e61d3498-b3c7-4fb6-bf77-7e413ddbe0e4,2026-08-04T11:25:56.767Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,b6e279e5-f325-4a75-88a9-5c44e9af855e,SAT,300000,,,10,2026-12-01,,380a93a4-1b17-4851-91e9-fbcfdc2a0d67,2026-08-04T11:26:24.255Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
payment,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,95dbd655-6f11-44d3-9145-35b250d48e0f,FAC,300000,,,10,2027-01-10,,6cd8e387-ddd2-4414-b5bd-ea9b06844448,2026-08-04T11:26:47.088Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,27c73d89-59d7-434e-8690-4dde455ce267,Manufacture materials · Prepayment,312000,260000,0.2,40,2026-09-10,,ce5c636a-d0d5-4ec2-8bc1-5f9570d39434,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,cf44ac8f-0149-4659-a5b1-f46a7659ad1b,Manufacture materials · Design approval,78000,65000,0.2,10,2026-09-20,,d808e64c-df35-47f4-a835-5492371ddfd3,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,fdd24be9-9fad-4d05-922a-73f88e888e92,Manufacture materials · Engineering done,78000,65000,0.2,10,2026-09-30,,53112704-1934-4958-91e1-2bf99ada4742,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,67b64666-eab0-4917-93b2-9673bfa60aaa,Manufacture materials · FAT,156000,130000,0.2,20,2026-11-02,,e61d3498-b3c7-4fb6-bf77-7e413ddbe0e4,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,dca25e37-9be9-4a6c-9d72-76462984f927,Manufacture materials · SAT,78000,65000,0.2,10,2026-12-01,,380a93a4-1b17-4851-91e9-fbcfdc2a0d67,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,09b0dbb9-c9f3-4441-b937-3c3fcb076730,Manufacture materials · FAC,78000,65000,0.2,10,2027-01-10,,6cd8e387-ddd2-4414-b5bd-ea9b06844448,2026-08-24T13:33:31.515Z,,,,,,,,,,,,,,,,,,,,,,,materials,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,39f60e7e-3148-4c0d-87d0-107315d51714,Success fee,200000,166666.67,0.2,,2026-09-10,,ce5c636a-d0d5-4ec2-8bc1-5f9570d39434,2026-08-24T13:34:01.695Z,,,,,,,,,,,,,,,,,,,,,,,admin,,,,,,,,,,,,,,,,,,,,,,
expense,ee31a7e1-aefd-4127-ad3b-59b67c688e04,Bestway Chawal Cement Plant,a8f3bba9-bdca-4815-aa01-5800bc9837f1,,100000,83333.33,0.2,,2026-11-27,,ef5c829a-85fa-407a-a1ab-c1212547628e,2026-08-24T13:34:57.448Z,,,,,,,,,,,,,,,,,,,,,,,installation,installation-equipment,,,,,,,,,,,,,,,,,,,,,
warehouse_lot,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,9558abd4-ff2b-4a7d-be44-9265169582de,ХТ Топлообменник HEXONIC H2 K,936,780,0.2,,2026-08-04,,,2026-08-19T08:09:10.13+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,9558abd4-ff2b-4a7d-be44-9265169582de,0dd0e1f5-255d-4adc-bd43-23dec3929241,2,,,,,,,,,,,,,,,,,,86e56eeb-2323-4a92-9ee8-beaed85718cc
warehouse_lot,565a7c30-5d0d-4744-b069-a6a1ea0e4ce2,N1 - LE Power Clean H2 Production,f6a0e9ae-81ae-4f56-ab1d-ea0a3e67e301,ХТ Топлообменник HEXONIC JAD X,2436,2030,0.2,,2026-08-04,,,2026-08-19T08:10:20.02+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,f6a0e9ae-81ae-4f56-ab1d-ea0a3e67e301,c0bb9b65-4e4a-4247-a494-639a7b3f1d72,2,,,,,,,,,,,,,,,,,,03d432a5-9991-4cd3-bae2-2b0e5f3ae30f
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,13136982-9459-4ab3-aec2-1d23b2803a35,Example 500kW Z-Series BOM,1.36,1.135067976255605,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,13136982-9459-4ab3-aec2-1d23b2803a35,25b296df-fef5-499a-8065-133932798aff,14,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,762b6be4-f9f2-4097-ad1e-7308185de359,Example 500kW Z-Series BOM,6.6,5.5,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,762b6be4-f9f2-4097-ad1e-7308185de359,1f7c625e-eae4-4dfe-b3d0-89b338196ab5,6,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,76288a03-fb6e-4cda-80f8-b3edb77b307a,Example 500kW Z-Series BOM,5.86,4.88,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,76288a03-fb6e-4cda-80f8-b3edb77b307a,323fd4b5-bbe4-4919-9f84-4da17791cee3,17,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,70c1734b-6b6f-4ec5-b54a-2eef19891ec2,Example 500kW Z-Series BOM,6.26,5.215177188201428,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,70c1734b-6b6f-4ec5-b54a-2eef19891ec2,90b3dbc6-711d-4cc4-a789-e0891d3f9267,3,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,cd8f7027-6f82-4940-ada2-e712c440a0fd,Example 500kW Z-Series BOM,2.98,2.48,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,cd8f7027-6f82-4940-ada2-e712c440a0fd,f7c76b4c-8762-469e-9b40-6fe18acecbfe,8,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,42c562b7-3efb-48d6-8e88-dbd74f51dc9c,Example 500kW Z-Series BOM,0.14,0.11759713267513026,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,42c562b7-3efb-48d6-8e88-dbd74f51dc9c,84e926cb-ba36-43ae-9a42-b99df0b5efb8,9,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,21ac632b-9fb4-4213-b022-d655f36f1c29,Example 500kW Z-Series BOM,0.37,0.3067751287177311,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,21ac632b-9fb4-4213-b022-d655f36f1c29,bb5f1fc0-4730-4ee6-9e3f-3ca872547388,6,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,e1d9ab69-bddc-47d1-9a39-94e7bfac3f90,Example 500kW Z-Series BOM,8.4,7,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,e1d9ab69-bddc-47d1-9a39-94e7bfac3f90,beed8bd0-2951-4b7f-b3a7-589b50c04d3c,3,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,017dd791-ec9d-4e63-8234-1a6d4de068a6,Example 500kW Z-Series BOM,103.31,86.09567293680944,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,017dd791-ec9d-4e63-8234-1a6d4de068a6,439b2030-d9f6-4903-8349-7c87247c8a27,12,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,618de112-9eb9-40e6-8ed4-1620443b7f39,Example 500kW Z-Series BOM,38.95,32.45680861833595,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,618de112-9eb9-40e6-8ed4-1620443b7f39,98248a8a-0989-4322-9edd-e8609f086bab,14,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,0405712d-6c22-49cb-8b66-467c82ff5b13,Example 500kW Z-Series BOM,989.58,824.652449343757,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,0405712d-6c22-49cb-8b66-467c82ff5b13,55912162-b0b3-40c6-af48-2c49b871ddf5,0.04,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,1a74697e-d9b0-470d-b15a-49f2a35e3d51,Example 500kW Z-Series BOM,7.33,6.109937980294811,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,1a74697e-d9b0-470d-b15a-49f2a35e3d51,98e502de-e6a9-4677-a0c2-07679613de9d,3.01,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,ec5a9bf5-0b04-4272-8936-67b1f653fb4b,Example 500kW Z-Series BOM,9.77,8.144879667455761,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,ec5a9bf5-0b04-4272-8936-67b1f653fb4b,cd278e42-8aae-468b-bece-58e3bd2449cc,95,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,b942c1ed-20a0-4834-bfb3-1017e886a364,Example 500kW Z-Series BOM,0.49,0.41,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,b942c1ed-20a0-4834-bfb3-1017e886a364,0d275bbd-3012-40e3-8a0a-7bb29ded1078,206,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,3a53f5b2-fafb-4c38-9f46-19cb15fbc17a,Example 500kW Z-Series BOM,0.32,0.27,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,3a53f5b2-fafb-4c38-9f46-19cb15fbc17a,66aadfcd-6ebe-4df2-a0d6-52555b0a512c,200,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,a38dc66e-677b-40a8-afe2-22724372c6af,Example 500kW Z-Series BOM,1.1,0.9203253861531934,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,a38dc66e-677b-40a8-afe2-22724372c6af,f2f1c143-8577-45e5-b2a9-7800b9503be2,40,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,19e7a497-24a2-4016-b60b-a3f116639810,Example 500kW Z-Series BOM,4.3,3.58,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,19e7a497-24a2-4016-b60b-a3f116639810,980e19d6-c05b-428e-96c1-ed1d67f67e3d,23,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,84973454-c890-4bd3-9598-1b631b6ad9e9,Example 500kW Z-Series BOM,1850.48,1542.07,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,84973454-c890-4bd3-9598-1b631b6ad9e9,f7e137c7-1574-40ef-81c3-4fbd5e2f4280,2,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,1a79852c-6708-43ae-81d0-8b088566c639,Example 500kW Z-Series BOM,1,0.8334057663498361,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,1a79852c-6708-43ae-81d0-8b088566c639,458c4240-0e57-4187-bf69-903b105b51a5,0.08,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,536bdba3-b342-4320-9c59-46f7c9041e23,Example 500kW Z-Series BOM,7.2,6,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,536bdba3-b342-4320-9c59-46f7c9041e23,7e82f815-9294-49d9-8928-51a929e7ef6e,5,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,ef83098e-dfca-4a75-8c85-018afff6c944,Example 500kW Z-Series BOM,574.44,478.7,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,ef83098e-dfca-4a75-8c85-018afff6c944,57e6fb1d-f277-4274-85d0-3ca3a3f5dbaa,2,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,17144cc0-cfdd-4567-a1c2-c063fec2ff76,Example 500kW Z-Series BOM,229.78,191.48,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,17144cc0-cfdd-4567-a1c2-c063fec2ff76,fe0b06a1-1d8d-4428-a847-4c46c8cc649e,46,,,,,,,,,,,,,,,,,,
warehouse_lot,54a52555-9309-41fe-8e37-bacbb90670c3,Example 500kW Z-Series,7d8b8ce1-4e88-49d5-9409-638420116cef,Example 500kW Z-Series BOM,103.28,86.06265,0.2,,2026-08-24,,,2026-08-24T15:28:39.594+00:00,,,,,,,,,,,,,,,,,,,,,,,materials,,7d8b8ce1-4e88-49d5-9409-638420116cef,bcc284a7-5500-436d-a548-94d11379def3,188,,,,,,,,,,,,,,,,,,
