type,project_id,project_name,id,label,amount,amount_ex_vat,vat_rate,percent,due_date,actual_date,milestone_id,created_at,contract_value,contract_signed_date,expenses,expected_profit,max_materials_expense,max_man_hr_expense,milestone_kind,milestone_note,month,status,opening_cash,opening_cash_as_of,min_working_capital,prob_cold_lead,prob_hot_lead,prob_under_development,prob_commissioned,fixed_monthly,category,subcategory,warehouse_lot_id,warehouse_item_id,qty,is_maintenance,budget_amount,source_sklad,wh_site,wh_slot,event_id,intentional,actor_user_id,actor_name,action,field,old_value,new_value,summary,occurred_at,entity_type,entity_id
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,3fe464c5-cc22-4b45-a80f-3b68e6638611,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,3fe464c5-cc22-4b45-a80f-3b68e6638611,4ec6acaa-0ef1-4abd-a007-21f5be07b403,15,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,d9eef3ee-d70a-4347-acbe-f81dabc88339,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,d9eef3ee-d70a-4347-acbe-f81dabc88339,d97cecef-997f-4a54-98f8-ed8de6419be4,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,c6e4077a-bfde-44a5-85f4-a26e307fdb84,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,c6e4077a-bfde-44a5-85f4-a26e307fdb84,2d63d213-198b-4da0-a825-92794cc77c9a,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,5b785903-801a-425f-811d-d38a8d0178c5,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,5b785903-801a-425f-811d-d38a8d0178c5,44dda347-0994-49f5-927d-99ff2376ff8a,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,04be390a-d2fc-475b-9c75-34f15e84bd4e,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,04be390a-d2fc-475b-9c75-34f15e84bd4e,d07fa9fd-fa7d-4df2-8139-bfd6a9326cf6,4,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,c3c3b1b7-f0f1-4962-be79-0ab9f5efacc3,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,c3c3b1b7-f0f1-4962-be79-0ab9f5efacc3,1948ce09-353d-4001-a691-06440eea07da,10,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,69af6c72-0f2b-4869-b723-fe9cb9c26d08,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,69af6c72-0f2b-4869-b723-fe9cb9c26d08,648eef63-9dd5-4ea4-b4a8-659480bb7121,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,8fe570de-1f5a-4a22-a1f7-ade273ec4171,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,8fe570de-1f5a-4a22-a1f7-ade273ec4171,ec6e8b34-6d0a-45d9-bc20-204185d85dee,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,efd90ba8-2d6e-4142-9eec-03b64693c4b7,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,efd90ba8-2d6e-4142-9eec-03b64693c4b7,9f3e5ff6-33a6-4e25-b382-2aa1a23016f4,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,74a0bfcd-0366-47b2-b2a0-d6a910ee0ff3,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,74a0bfcd-0366-47b2-b2a0-d6a910ee0ff3,649c7eab-9443-4c73-bf99-43e7a9f28d45,3,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,45ea6cd7-b8ee-447d-aa86-68cb329e4229,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,45ea6cd7-b8ee-447d-aa86-68cb329e4229,f7a7c575-691d-4f1a-9009-4202dafb2f59,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,08e96922-8720-482d-b05f-4f9a04894004,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,08e96922-8720-482d-b05f-4f9a04894004,2333dbed-1469-4790-b1a0-4ceb6c400a07,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,4fa87a9b-28ab-4416-abc3-c9eb0a7d613f,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,4fa87a9b-28ab-4416-abc3-c9eb0a7d613f,a718206e-c166-4a9a-bb22-5a214700ea8c,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,d601dc26-80e7-467c-8cb7-040e2235a8be,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,d601dc26-80e7-467c-8cb7-040e2235a8be,966795e3-5fdc-4505-88d1-657e3dcea361,3,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,e33c45e0-6cf3-4ca7-bf57-7a01dde0e73a,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,e33c45e0-6cf3-4ca7-bf57-7a01dde0e73a,224ab4cb-c91b-4437-a861-5bbc25742d73,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,7b467710-53ac-4f79-9137-fb52c353b87a,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,7b467710-53ac-4f79-9137-fb52c353b87a,2467689a-224a-4bbd-8e5c-e03857f2d96b,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,e0989292-7128-4aa0-8065-a048317ec55e,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,e0989292-7128-4aa0-8065-a048317ec55e,4170a00b-5f93-4b99-ad7b-9de50cc3c27b,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,46d13655-2fd3-4504-af80-016f273eec58,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,46d13655-2fd3-4504-af80-016f273eec58,c0944957-7fc8-41d1-871c-373f28af1c90,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,ddb69129-2803-481e-b0ad-7ea38dbe9b00,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,ddb69129-2803-481e-b0ad-7ea38dbe9b00,f3a6e6ab-7bca-4263-8176-832aa95e7de8,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,18707b35-52a1-434d-b94e-06d7a0fb0bc0,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,18707b35-52a1-434d-b94e-06d7a0fb0bc0,b93a0a28-6c57-4393-8f52-87daef5be7a8,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,18ed8d35-af41-4da8-bc35-3d3bba200142,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.953+00:00,,,,,,,,,,,,,,,,,,,materials,,18ed8d35-af41-4da8-bc35-3d3bba200142,bd52650e-3144-45f9-b215-bf46ed00266e,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,44a1f330-98a2-4ee8-84b3-2f4590c7fb6d,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,44a1f330-98a2-4ee8-84b3-2f4590c7fb6d,27a52eed-985b-4962-b824-6a567b8e5332,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,714badba-6caf-4b88-9263-6d420531f879,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,714badba-6caf-4b88-9263-6d420531f879,9e906068-f374-4177-9dfe-54046063bdba,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,5d548c7d-9989-42e4-accb-94e7427786fc,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,5d548c7d-9989-42e4-accb-94e7427786fc,42bc9716-d8e5-4117-a011-31f991af8c10,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,c73288b8-b2ec-4f96-a9ff-04bb17311a34,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,c73288b8-b2ec-4f96-a9ff-04bb17311a34,9ce72ccf-43d0-4560-a4f5-fbd59a56b816,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,88f6e2e8-c3d3-4270-bcc7-2209f03cae76,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,88f6e2e8-c3d3-4270-bcc7-2209f03cae76,1d7a7712-9567-4cfb-9132-2d27bdc25b67,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,4dc5918a-eef3-4ba0-a5fb-0a8e064a68b8,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,4dc5918a-eef3-4ba0-a5fb-0a8e064a68b8,99732db0-425e-4c41-a16e-7cef227338f0,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,45c22a91-396e-4b58-9792-faa22df6c9f3,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,45c22a91-396e-4b58-9792-faa22df6c9f3,9c5c807d-2ac5-4506-9b5d-3a338ac27d68,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,38ffd77e-6f00-4fa1-9a3e-b7923c3a7083,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,38ffd77e-6f00-4fa1-9a3e-b7923c3a7083,dbcee641-c57d-476d-8be2-058120a91f2e,5,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,36d83472-b4be-4edb-ae13-47a1441b1d90,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,36d83472-b4be-4edb-ae13-47a1441b1d90,07646a87-f97d-4536-af71-073154740ec4,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,22106e0e-d68b-4889-9c73-ac2f0c90a878,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,22106e0e-d68b-4889-9c73-ac2f0c90a878,432411ab-e717-4010-9004-2864a85267f0,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,a6ad5374-567d-4f02-924d-7d8668f646b4,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,a6ad5374-567d-4f02-924d-7d8668f646b4,bab26a6a-1cd3-4b27-9f73-7a173d6a1c39,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,8050b8cb-fe5a-4ab4-909d-612354b42f3b,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,8050b8cb-fe5a-4ab4-909d-612354b42f3b,d7fee183-ac3a-4a2c-a8dc-f95b59f9f5ca,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,381793eb-0a23-4d7b-ab65-ad8be9333759,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,381793eb-0a23-4d7b-ab65-ad8be9333759,f1dd960b-cff1-4b8b-a464-528b51efafff,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,17bd5bcb-95b3-4527-919c-ac4f9b3e1031,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,17bd5bcb-95b3-4527-919c-ac4f9b3e1031,e1b958e9-ca5f-40a7-a2ab-e614431cbaaf,4,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,447412c1-4e93-4f1b-992f-48f88bc2c16f,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,447412c1-4e93-4f1b-992f-48f88bc2c16f,ef92b0b2-b466-49b3-906b-be0e8016f5e8,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,1f2692be-40bb-4e6e-a84d-6d4215a8b0ab,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,1f2692be-40bb-4e6e-a84d-6d4215a8b0ab,44cafcd3-8083-4ddd-9e2b-108247be263b,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,72f219d3-a860-4e0a-ae83-e83f41ac2ae4,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,72f219d3-a860-4e0a-ae83-e83f41ac2ae4,a76b41c4-0ff3-43ef-9316-9bd847e2748f,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,87ba02f7-bc01-4b21-a917-5c8705345bbf,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,87ba02f7-bc01-4b21-a917-5c8705345bbf,3d969677-b0ff-40d4-8b70-ec57711193b2,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,f63eb2e6-afe9-4f97-8c40-1d0bd556d96d,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,f63eb2e6-afe9-4f97-8c40-1d0bd556d96d,05946640-2520-4c06-b90d-0758a03e0568,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,452eba1e-d0a6-4c53-b3d5-63807d121ac1,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,452eba1e-d0a6-4c53-b3d5-63807d121ac1,75857df8-e657-429b-898e-fcf1d45694cd,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,f12e5771-0db1-4e5c-b293-1ee98c37592e,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,f12e5771-0db1-4e5c-b293-1ee98c37592e,101f0ade-6226-4ffd-a63e-d1f8612cef1a,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,595e8303-df13-4d84-9eae-5d07782f6d6e,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,595e8303-df13-4d84-9eae-5d07782f6d6e,b0c367f4-5228-4073-811e-aef50ceefa56,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,5263fa3f-ebf6-4dda-a25c-d63d3e8a2637,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,5263fa3f-ebf6-4dda-a25c-d63d3e8a2637,2a06eabc-6fe6-435b-befb-f3b4a60b362b,5,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,29e98e53-2de9-4766-ad1a-c5f728b4eb92,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,29e98e53-2de9-4766-ad1a-c5f728b4eb92,5002fb98-ef5c-4b6e-812f-bb6af7fbe308,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,e2ade927-e074-4098-8a9d-7f217c0a476d,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,e2ade927-e074-4098-8a9d-7f217c0a476d,61b29319-09f1-4e73-b6e1-26d82831d581,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,75581202-a197-4f05-88fa-dc9991c61c57,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,75581202-a197-4f05-88fa-dc9991c61c57,7eed9a84-6936-4680-9497-c1d977d22418,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,ba37ad38-d655-4009-9842-ce820c94d0a1,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.954+00:00,,,,,,,,,,,,,,,,,,,materials,,ba37ad38-d655-4009-9842-ce820c94d0a1,64716025-b450-43ae-a8d8-01f84de058e6,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,ccd6fc40-4da8-41c2-8adc-6212ae92fd55,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,ccd6fc40-4da8-41c2-8adc-6212ae92fd55,607a08f0-88e3-4d2a-a268-d9435989cbac,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,32b91069-27ea-4ff1-9b7f-d364045dfcc2,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,32b91069-27ea-4ff1-9b7f-d364045dfcc2,786bf61d-1df2-41c6-8b7e-d08b88573c41,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,d66fb862-b87c-4ec1-bdc8-716dff6ef2e5,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,d66fb862-b87c-4ec1-bdc8-716dff6ef2e5,a1900079-9f42-4a9f-b51c-ec36e7823a17,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,ace35edf-c6d6-4ead-9b60-42b9dd49f655,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,ace35edf-c6d6-4ead-9b60-42b9dd49f655,4a4a590c-e317-4959-b122-542120075221,8,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,2c3a4e40-4234-4c66-aca0-9fb1a2297f48,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,2c3a4e40-4234-4c66-aca0-9fb1a2297f48,55207489-3e28-4f54-a547-bcfcb38ee3e8,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,2bed07e7-c528-42c1-8c0c-c7995568f1a6,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,2bed07e7-c528-42c1-8c0c-c7995568f1a6,498ccba7-0710-4bf8-821b-f5b7262f1e2c,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,b887726f-124a-4fee-af9e-94924f33de4c,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,b887726f-124a-4fee-af9e-94924f33de4c,0a4d1f50-2ab8-4d43-aa23-e14c212ca878,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,11687a99-b82f-469e-a752-29de9a46a744,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,11687a99-b82f-469e-a752-29de9a46a744,1b067e2f-a321-4009-94b1-f32b47ecc9bb,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,1eb08eff-06b8-4ed1-948a-6131dfd65e54,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,1eb08eff-06b8-4ed1-948a-6131dfd65e54,e3a9c914-dd8d-487b-b64a-208104f8ce48,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,63d71080-ad2b-4b3b-a32f-a62e5fc34656,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,63d71080-ad2b-4b3b-a32f-a62e5fc34656,38853761-4aba-45e4-90f0-e732e3590585,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,6e95b4a9-3006-4ac6-aa42-4e3deee21784,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,6e95b4a9-3006-4ac6-aa42-4e3deee21784,b159e23e-25a6-482f-9d85-512df9a15b96,3,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,4e63b4f3-ce34-433d-a138-3da9a5776ae9,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,4e63b4f3-ce34-433d-a138-3da9a5776ae9,f6b0638a-f6b2-47b6-910c-fab7053c6ded,3,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,ea9664c1-3e91-4b50-b2f8-3142d54aa305,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,ea9664c1-3e91-4b50-b2f8-3142d54aa305,1dbcda81-cf66-48f0-a43c-7cd848918b95,1,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,c4c34be2-4c5e-43c1-b8c9-d4159a11ba11,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,c4c34be2-4c5e-43c1-b8c9-d4159a11ba11,26935d85-545d-4c54-9888-762c3b00d667,2,,,Склад,,,,,,,,,,,,,,
warehouse_lot,176df9ba-e086-4e65-b29f-4029300364e0,Warehouse / Central stock,dba78e7f-1004-47e5-9796-db3aae748f7b,Opening (MoneyWorks),0,0,0.2,,2026-08-08,,,2026-08-08T07:51:36.955+00:00,,,,,,,,,,,,,,,,,,,materials,,dba78e7f-1004-47e5-9796-db3aae748f7b,7e4e92fa-8082-407a-8c5d-5c62735dce1a,1,,,Склад,,,,,,,,,,,,,,
