__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,DT_DOC,DT_DOC_2S,DT_CHANGED,KASA,SMETKA,FIRMA,AGENT,PREWOZ,P_CONTACT,F_CONTACT,USD,DM,LV,S_1,S_2,S_3,S_4,S_5,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5,OWNER,SIGN_BY,FACTUR_ID,FACTUR_BY,FACTUR_NO,FACTUR_DT,FACTUR_EX,FACTUR_PN,FACTUR_PD,FACTUR_OS,ISTAT_DEAL_TYPE,ISTAT_STAT_PROC,ISTAT_TERMS,ISTAT_TRANS_TYPE,ISTAT_TRANS_FROM,ISTAT_REGION,PROPS,NOTE,IS_OPEN,DT_AVANS,CD_J_NUMBER,CD_J_DATE,CD_DDS,CD_DUTY
5696,13,1,35819829,1306452775,1306452835,1306452886,Z,0000000072,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,240045082,1306452876,,,0,,,,,,,,,,,0,,1306400000,0.0,0.0
5696,14,1,45206066,1306541807,1306541836,1306541982,Z,0000000073,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,340044944,1305741954,,,0,,,,,,,,,,,0,,1306500000,0.0,0.0
5696,15,1,47560598,1306643724,1306643835,1306644547,Z,0000000074,КРИСМЕТАЛ,,,,,0.0,0.0,2255.92,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10144596,1306644539,,,0,,,,,,,,,,,0,,1306600000,0.0,0.0
5696,16,1,35186127,1306651633,1306651713,1306651788,Z,0000000075,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,105.68,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459017125,1306251759,,,0,,,,,,,,,,,0,,1306600000,0.0,0.0
5696,17,1,39879427,1306959182,1306959182,1306959237,Z,0000000076,ИНВЕСТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,270.3,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,19317,1300259221,,,0,,,,,,,,,,,0,,1306900000,0.0,0.0
5696,18,1,39075142,1307054154,1307054176,1307054303,Z,0000000077,ЛД ООД,,,,,0.0,0.0,5584.32,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,,0,,,0,,,,,,,,,няма фактура,,0,,1307000000,0.0,0.0
5790,0,1,35807438,1307130056,1307130088,1307130289,Z,0000000078,SUZHOU,,,,,62975.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,VMA20250921,1304730248,,,0,,,,,,,,,,,0,,1307100000,0.0,0.0
5790,1,1,44001677,1307150017,1307150035,1307150231,Z,0000000079,АЛЕЗОР ЕООД,,,,,0.0,0.0,485.6,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,24295,1307050221,,,0,,,,,,,,,,,0,,1307100000,0.0,0.0
5790,2,1,47105115,1307150526,1307150548,1307150596,Z,0000000080,БУЛТЕХ ЕООД,,,,,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,196057,1306950586,,,0,,,,,,,,,,,0,,1307100000,0.0,0.0
5790,3,1,46968514,1307159183,1307159199,1307159295,Z,0000000081,TRANSFER MULTISORT ELEKTRONIK SP. ZO.O.,,,,,0.0,295.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1251581337,1307059257,,,0,,,,,,,,,,,0,,1307100000,0.0,0.0
5790,4,1,42437451,1307632453,1307632509,1307856884,Z,0000000082,CENTRAL FLUIDSYSTEMS S.R.O. / SWAGELOK,,,,,0.0,2416.76,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,25003225,1307332639,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,5,1,46317287,1307634662,1307634743,1307635537,Z,0000000083,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,222.1,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459017916,1307235529,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,6,1,34053925,1307639453,1307639487,1307639541,Z,0000000084,ХАРД ТЕХ ООД,,,,,0.0,0.0,161.36,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,19718,1307139531,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,7,1,41021969,1307653797,1307653814,1307655458,Z,0000000085,ЛОГИСОФТ ЕООД,,,,,0.0,0.0,2957.16,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,2505,1306355077,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,8,1,47176214,1307657109,1307657168,1307657242,Z,0000000086,RS COMPONENTS LTD,,,,,0.0,37.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,2220118319,1307057212,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,9,1,41667759,1307657476,1307657493,1307657536,Z,0000000087,СИТИ СКЛАД ЕООД,,,,,0.0,0.0,5800.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,653,1307657526,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,10,1,34587011,1307657950,1307657971,1307658065,Z,0000000088,ЛД ООД,,,,,0.0,0.0,328.96,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,263197,1307258045,,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,11,1,46377330,1307659922,1307659951,1307850945,Z,0000000089,ПАВИРАНИ ООД,,,,,0.0,0.0,64.74,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,106197,1307359981,Y,,0,,,,,,,,,,,0,,1307600000,0.0,0.0
5790,12,1,36466852,1307830235,1307830252,1307830555,Z,0000000090,ЛД ООД,,,,,0.0,0.0,680.6,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,263403,1307730536,,,0,,,,,,,,,,,0,,1307800000,0.0,0.0
5790,13,1,38677557,1307862169,1307862191,1307940377,Z,0000000091,A.M.P.E.R.E. ALLOYS SAS,,,,,0.0,5135.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,5166101,1306440356,,,0,,,,,,,,,,,0,,1307800000,0.0,0.0
5790,14,1,41587473,1307929999,1307930088,1307930151,Z,0000000092,ЛД ООД,,,,,0.0,0.0,375.7,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,263496,1307830139,,,0,,,,,,,,,,,0,,1307900000,0.0,0.0
5790,15,1,43146800,1308063118,1308063147,1308063404,Z,0000000093,КОМЕТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,79.09,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,432483,1308063376,,,0,,,,,,,,,,,0,,1308000000,0.0,0.0
5790,16,1,39356480,1308433259,1308433278,1308433378,Z,0000000094,ЩАЙНБЕРГЕР ООД,,,,,0.0,0.0,46.08,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,28871,1307633346,,,0,,,,,,,,,,,0,,1308400000,0.0,0.0
5790,17,1,41976512,1308433710,1308433734,1308433810,Z,0000000095,ИВДА-ГЕО ООД,,,,,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,167415,1308333799,,,0,,,,,,,,,,,0,,1308400000,0.0,0.0
5790,18,1,40407147,1308730181,1308730204,1308730271,Z,0000000096,КРИСМЕТАЛ,,,,,0.0,0.0,381.44,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10145394,1308530245,,,0,,,,,,,,,,,0,,1308700000,0.0,0.0
5480,0,1,47707450,1309032198,1309032257,1309032680,Z,0000000097,НИДАКС БЪЛГАРИЯ  ЕООД,,,,,0.0,0.0,1465.62,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,47571,1307132666,,,0,,,,,,,,,,,0,,1309000000,0.0,0.0
5480,1,1,36330120,1309133120,1309133147,1309133418,Z,0000000098,КОМЕТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,373.1,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,432681,1308433236,,,0,,,,,,,,,,,0,,1309100000,0.0,0.0
5480,2,1,49993345,1309151954,1309151977,1309151985,Z,0000000099,ПАТЛИДЖАНСКИ ООД,,,,,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,,0,,,0,,,,,,,,,,,0,,1309100000,0.0,0.0
5480,3,1,48478293,1309232809,1309232830,1309233117,Z,0000000100,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,235.72,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10524822,1308733102,,,0,,,,,,,,,,,0,,1309200000,0.0,0.0
5480,4,1,34144768,1309234336,1309234839,1309234993,Z,0000000101,ИВДА-ГЕО ООД,,,,,0.0,0.0,501.01,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,167836,1309134981,,,0,,,,,,,,,,,0,,1309200000,0.0,0.0
5480,5,1,49423417,1309329859,1309329911,1309330012,Z,0000000102,НИДАКС БЪЛГАРИЯ  ЕООД,,,,,0.0,0.0,66.24,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,47914,1309129943,,,0,,,,,,,,,,,0,,1309300000,0.0,0.0
5480,6,1,41770268,1309734080,1309734112,1309734252,Z,0000000103,КОМЕТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,244.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,433309,1309334235,,,0,,,,,,,,,,,0,,1309700000,0.0,0.0
5480,7,1,36197079,1309734923,1309734977,1309735094,Z,0000000104,ИВДА-ГЕО ООД,,,,,0.0,0.0,288.18,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,167992,1309435085,,,0,,,,,,,,,,,0,,1309700000,0.0,0.0
5480,8,1,35953555,1309761655,1309761923,1309763108,Z,0000000105,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,725.118,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459019554,1309463097,,,0,,,,,,,,,,,0,,1309700000,0.0,0.0
5480,9,1,36129099,1309834527,1309834548,1309834593,Z,0000000106,ГУМПЛАСТ ООД,,,,,0.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,4031,1309734582,,,0,,,,,,,,,,,0,,1309800000,0.0,0.0
5480,10,1,49636250,1309835535,1309835560,1309836254,Z,0000000107,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,1146.73,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459019733,1309736145,,,0,,,,,,,,,,,0,,1309800000,0.0,0.0
5480,11,1,41590418,1309840532,1309840566,1309840918,Z,0000000108,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,157.56,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10527503,1309440906,,,0,,,,,,,,,,,0,,1309800000,0.0,0.0
5480,12,1,40651421,1309841549,1309841594,1309842492,Z,0000000109,ИВДА-ГЕО ООД,,,,,0.0,0.0,204.15,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,8032,1309741698,,,0,,,,,,,,,,,0,,1309800000,0.0,0.0
5480,13,1,49473062,1309857118,1309857163,1309857206,Z,0000000110,МЕРКОМ ЕООД,,,,,0.0,0.0,1322.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1013328,1309457197,,,0,,,,,,,,,,,0,,1309800000,0.0,0.0
5480,14,1,40456087,1309958619,1309958643,1309958681,Z,0000000111,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,190.08,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459019996,1309958672,,,0,,,,,,,,,,,0,,1309900000,0.0,0.0
5480,15,1,34327954,1309960020,1309960090,1309961485,Z,0000000112,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,787.57,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459019939,1309961477,,,0,,,,,,,,,,,0,,1309900000,0.0,0.0
5480,16,1,41576703,1310032831,1310032873,1310033014,Z,0000000113,НИРСТРОЙ ООД,,,,,0.0,0.0,239.796,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,134250,1309932974,,,0,,,,,,,,,,,0,,1310000000,0.0,0.0
5480,17,1,46082984,1310033227,1310033243,1310033291,Z,0000000114,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10527933,1309733277,,,0,,,,,,,,,,,0,,1310000000,0.0,0.0
5480,18,1,39615148,1310034284,1310034318,1310034458,Z,0000000115,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,10.72999999999999,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,340045915,1309834446,,,0,,,,,,,,,,,0,,1310000000,0.0,0.0
6071,0,1,42783170,1310035250,1310035280,1310035553,Z,0000000116,ДОВЕРИЕ-БРИКО АД,,,,,0.0,0.0,120.94,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,20218272,1309835368,,,0,,,,,,,,,,,0,,1310000000,0.0,0.0
6071,1,1,47828419,1310042969,1310043027,1310043089,Z,0000000117,СМ СЕНЗОРМАТИК ЕООД,,,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,,0,,,0,,,,,,,,,От ремонт,,0,,1310000000,0.0,0.0
6071,2,1,37094582,1310044842,1310044906,1310044955,Z,0000000118,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,340045982,1310044946,,,0,,,,,,,,,,,0,,1310000000,0.0,0.0
6071,3,1,48999513,1310433169,1310433210,1310433379,Z,0000000119,НИДАКС БЪЛГАРИЯ  ЕООД,,,,,0.0,0.0,86.91,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,48078,1309933368,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,4,1,40535871,1310435605,1310435653,1310435746,Z,0000000120,КОМЕТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,433867,1310035714,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,5,1,40920450,1310437626,1310437646,1310437712,Z,0000000121,КРИСМЕТАЛ,,,,,0.0,0.0,1012.42,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10146144,1310137701,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,6,1,46110877,1310438142,1310438167,1310438257,Z,0000000122,КРИСМЕТАЛ,,,,,0.0,0.0,122.58,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10146121,1310138235,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,7,1,37537795,1310440857,1310440906,1310441134,Z,0000000123,ХАРД ТЕХ ООД,,,,,0.0,0.0,434.12,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,19860,1310141115,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,8,1,42432372,1310460905,1310460917,1310460960,Z,0000000124,ГУМПЛАСТ ООД,,,,,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,4033,1310460952,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,9,1,46745472,1310461474,1310461491,1310461544,Z,0000000125,СИТИ СКЛАД ЕООД,,,,,0.0,0.0,6700.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,167,1309961527,,,0,,,,,,,,,,,0,,1310400000,0.0,0.0
6071,10,1,41016704,1310539024,1310539056,1310539126,Z,0000000126,A.M.P.E.R.E. ALLOYS SAS,,,,,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,,0,,,0,,,,,,,,,Има го на склад от преди да се заведе в програмата,,0,,1310500000,0.0,0.0
6071,11,1,49478535,1310550299,1310550451,1310550646,Z,0000000127,НИРСТРОЙ ООД,,,,,0.0,0.0,108.78,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,28766,1310450612,,,0,,,,,,,,,,,0,,1310500000,0.0,0.0
6071,12,1,40812025,1310641190,1310641253,1310641416,Z,0000000128,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,34.6,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459020514,1310641406,,,0,,,,,,,,,,,0,,1310600000,0.0,0.0
6071,13,1,49928509,1310642227,1310642254,1310642399,Z,0000000129,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,115.96,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,459020513,1310642385,,,0,,,,,,,,,,,0,,1310600000,0.0,0.0
6071,14,1,47737855,1310652448,1310652468,1310652529,Z,0000000130,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,340046105,1310552516,,,0,,,,,,,,,,,0,,1310600000,0.0,0.0
6071,15,1,46400372,1310652545,1310652694,1310652861,Z,0000000131,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,363.04,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,10530304,1310452844,,,0,,,,,,,,,,,0,,1310600000,0.0,0.0
6071,16,1,36947822,1310652985,1310653051,1310653094,Z,0000000132,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,60055380,1310553083,,,0,,,,,,,,,,,0,,1310600000,0.0,0.0
6071,17,1,34462792,1310753258,1310753274,1310753339,Z,0000000133,ZIEHL-ABEGG,,,,,0.0,3451.94,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,42503561,1309753324,,,0,,,,,,,,,,,0,,1310700000,0.0,0.0
6071,18,1,39676573,1310761204,1310761231,1310761276,Z,0000000134,ИТТ БЪЛГАРИЯ ЕООД,,,,,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,130111486,1310661263,,,0,,,,,,,,,,,0,,1310700000,0.0,0.0
5774,0,1,40363797,1311133305,1311133321,1311133411,Z,0000000135,KOBOLD,,,,,0.0,-5.684341886080802e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,448937,1310433395,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,1,1,34863009,1311137244,1311137488,1311137711,Z,0000000136,КОМЕТ ЕЛЕКТРОНИКС ООД,,,,,0.0,0.0,165.5,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,434394,1310837700,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,2,1,38957632,1311140234,1311140266,1311140363,Z,0000000137,ШРАК ТЕХНИК ЕООД,,,,,0.0,0.0,30.32,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1459020722,1310840350,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,3,1,47932419,1311142628,1311142654,1311142734,Z,0000000138,РЕДКО,,,,,0.0,0.0,526.5,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,81288,1310842725,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,4,1,46727308,1311144578,1311144592,1311144671,Z,0000000139,БУЛТЕКС 99 ЕООД,,,,,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,460167323,1310844663,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,5,1,35630325,1311149529,1311149565,1313633699,Z,0000000140,ДЕАТРЕЙД БГ ЕООД,,,,,0.0,0.0,9350.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,4507,1311133672,,,0,,,,,,,,,,,0,,1311100000,0.0,0.0
5774,6,1,44584124,1311232785,1311232870,1311550329,Z,0000000141,GEMMECOTTI SRL,,,,,0.0,1543.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,1/1.152,1311250311,,,0,,,,,,,,,,,0,,1311200000,0.0,0.0
5774,7,1,37928129,1311233634,1311233663,1311233730,Z,0000000142,СВЕТЛЮ ШИШКОВ С ООД,,,,,0.0,0.0,2083.34,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,14752,1310833720,,,0,,,,,,,,,,,0,,1311200000,0.0,0.0
5774,8,1,45969273,1311339135,1311339168,1311339184,Z,0000000143,АЛЕРТ ЕООД,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,2977,1311139175,,,0,,,,,,,,,,,0,,1311300000,0.0,0.0
5774,9,1,35789362,1311433798,1311433915,1311433969,Z,0000000144,АПОГЕЙ 99 ООД,,,,,0.0,0.0,3051.1,0.0,0.0,0.0,0.0,0.0,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,ADMIN,,D,Грийн Иновейшън АД,36342,1311333928,,,0,,,,,,,,,,,0,,1311400000,0.0,0.0
