__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SMTYPE,DATETIME,NUM,DT_DOC,SMETKA,SKLAD,GRUPA,STOKA,SER_NO,RAZHOD,OLD_VALUE,OLD_TEXT,NEW_VALUE,NEW_TEXT,FIRMA
6258,6,1,3295,2,6,40312398,4,1315333698,0000000077,Услуги,Услуги,"Лазерно рязане Патлиджански малки, перф. лам.",,,0.0,%,0.252670000000004,%,
6258,7,1,3296,2,6,40312398,3,1315333698,0000000077,Склад,М12,шайба цинк  М12,241025/11,,2.9,L,1.48,M,
6258,8,1,3297,2,6,40312398,3,1315333698,0000000077,Склад,М12,шайба цинк  М12,241025/11,,0.0,%,0.185227586206907,%,
6258,9,1,3298,2,6,40312398,2,1315333698,0000000077,Склад,М12,гайка цинк М12,091025/2,,5.4,L,2.76,M,
6258,10,1,3299,2,6,40312398,2,1315333698,0000000077,Склад,М12,гайка цинк М12,091025/2,,0.0,%,0.0353555555555547,%,
6258,11,1,3300,2,6,40312398,1,1315333698,0000000077,Склад,М12,болт цинк М12х45,12345/12,,25.97,L,13.27,M,
6258,12,1,3301,2,6,40312398,1,1315333698,0000000077,Склад,М12,болт цинк М12х45,12345/12,,0.0,%,0.0621328455910713,%,
6258,13,1,3302,2,6,40312398,7,1315333698,0000000077,Склад,ДЕАТРЕЙД,Уплътнение от експандиран тефлон ф397х325х0.5,4507/241125,,18.7,L,9.56,M,
6258,14,1,3303,2,6,40312398,7,1315333698,0000000077,Склад,ДЕАТРЕЙД,Уплътнение от експандиран тефлон ф397х325х0.5,4507/241125,,0.0,%,0.0121133689839554,%,
6258,15,1,3304,2,6,40312398,5,1315333698,0000000077,Суровини,Филипекс,Ламарина 316L - 5х1250х2500,97611/130825/2,,1129.72,L,577.61,M,
6258,16,1,3305,2,6,40312398,5,1315333698,0000000077,Суровини,Филипекс,Ламарина 316L - 5х1250х2500,97611/130825/2,,0.0,%,0.00115371065397747,%,
6258,17,1,3306,2,6,40312398,6,1315333698,0000000077,Суровини,Филипекс,Ламарина 316L - 2х1250х2500,97611/130825,,450.38,L,230.27,M,
6258,18,1,3307,2,6,40312398,6,1315333698,0000000077,Суровини,Филипекс,Ламарина 316L - 2х1250х2500,97611/130825,,0.0,%,0.00244813268793835,%,
6258,19,1,3309,2,6,37533511,4,1315545054,0000000079,Склад,304L,"Муфа 304 резба, 1/4`",10143532/110925/1.4,,1.49,L,0.76,M,
6258,20,1,3310,2,6,37533511,4,1315545054,0000000079,Склад,304L,"Муфа 304 резба, 1/4`",10143532/110925/1.4,,0.0,%,0.239543624161081,%,
6258,21,1,3311,2,6,37533511,3,1315545054,0000000079,Склад,Фитинги 316,преход м/ж 102105 1/2х1/4,143284/02092025/6,,1.94,L,0.99,M,
6258,22,1,3312,2,6,37533511,3,1315545054,0000000079,Склад,Фитинги 316,преход м/ж 102105 1/2х1/4,143284/02092025/6,,0.0,%,0.192180412371135,%,
6258,23,1,3313,2,6,37533511,1,1315545054,0000000079,Склад,Фитинги 316,преход м/ж 102108 3/4х1/4,10143532/110925/1,,6.9,L,3.53,M,
6258,24,1,3314,2,6,37533511,1,1315545054,0000000079,Склад,Фитинги 316,преход м/ж 102108 3/4х1/4,10143532/110925/1,,0.0,%,-0.0591289855072372,%,
6259,0,1,3316,2,6,40780478,4,1316032631,0000000080,Склад,М8,шайба цинк М8,10527503/071125/3,,0.01,L,0.01,M,
6259,1,1,3317,2,6,40780478,4,1316032631,0000000080,Склад,М8,шайба цинк М8,10527503/071125/3,,0.0,%,-95.583,%,
6259,2,1,3318,2,6,40780478,12,1316032631,0000000080,Склад,ЛД,щекер 124-800 (LD) без опаковка,265836/031225/2,,3.1,L,1.58,M,
6259,3,1,3319,2,6,40780478,12,1316032631,0000000080,Склад,ЛД,щекер 124-800 (LD) без опаковка,265836/031225/2,,0.0,%,0.315761290322585,%,
6259,4,1,3320,2,6,40780478,13,1316032631,0000000080,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,1.0,L,0.51,M,
6259,5,1,3321,2,6,40780478,13,1316032631,0000000080,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,0.0,%,0.252670000000012,%,
6259,6,1,3322,2,6,40780478,7,1316032631,0000000080,Склад,Фитинги 316,преход м/ж 102105 1/2х1/4,143284/02092025/6,,1.94,L,0.99,M,
6259,7,1,3323,2,6,40780478,7,1316032631,0000000080,Склад,Фитинги 316,преход м/ж 102105 1/2х1/4,143284/02092025/6,,0.0,%,0.192180412371143,%,
6259,8,1,3324,2,6,40780478,11,1316032631,0000000080,Склад,ЛД,Бобина прав ток  12W,041225/8,,24.82,L,12.69,M,
6259,9,1,3325,2,6,40780478,11,1316032631,0000000080,Склад,ЛД,Бобина прав ток  12W,041225/8,,0.0,%,0.00208420628526455,%,
6259,10,1,3326,2,6,40780478,10,1316032631,0000000080,Склад,Унител,захранване за DIN шина SDR-120-24 24V/5A,661/181125/2,,87.75,L,44.86,M,
6259,11,1,3327,2,6,40780478,10,1316032631,0000000080,Склад,Унител,захранване за DIN шина SDR-120-24 24V/5A,661/181125/2,,0.0,%,0.0130668945869048,%,
6259,12,1,3328,2,6,40780478,9,1316032631,0000000080,Склад,ЛД,Поплавъчен нивомер тип 8181,po32235,,169.49,L,86.66,M,
6259,13,1,3329,2,6,40780478,9,1316032631,0000000080,Склад,ЛД,Поплавъчен нивомер тип 8181,po32235,,0.0,%,-0.00131441382971502,%,
6259,14,1,3330,2,6,40780478,14,1316032631,0000000080,Склад,Илчев,"Шайба DIN 2093, пружинна М16",14798/041225,,0.48,L,0.25,M,
6259,15,1,3331,2,6,40780478,14,1316032631,0000000080,Склад,Илчев,"Шайба DIN 2093, пружинна М16",14798/041225,,0.0,%,-1.86614583333333,%,
6259,16,1,3332,2,6,40780478,6,1316032631,0000000080,Склад,Крепежи 500,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",031125/2,,187.44,L,95.84,M,
6259,17,1,3333,2,6,40780478,6,1316032631,0000000080,Склад,Крепежи 500,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",031125/2,,0.0,%,-0.00359965855741725,%,
6259,18,1,3341,2,6,37499944,4,1316141600,0000000081,Склад,Ивда Гео,Щуцер 1`,170628/080126/1,,0.0,,0.0,,
6259,19,1,3342,2,6,37499944,5,1316141600,0000000081,Склад,Ивда Гео,Тройник ф32,170628/080126/6,,0.0,,0.0,,
6259,20,1,3343,2,6,37499944,6,1316141600,0000000081,Склад,Ивда Гео,Разглоб. свръзка месинг ф32,170628/080126/7,,0.0,,0.0,,
6259,21,1,3344,2,6,37499944,7,1316141600,0000000081,Склад,Ивда Гео,ВРН 2`-1`,170628/080126/2,,0.0,,0.0,,
6259,22,1,3345,2,6,37499944,8,1316141600,0000000081,Склад,Ивда Гео,Коляно 90° ф32,170628/080126/5,,0.0,,0.0,,
6259,23,1,3346,2,6,37499944,9,1316141600,0000000081,Склад,Ивда Гео,Преход женски 32х1,170628/080126/4,,0.0,,0.0,,
6259,24,1,3347,2,6,37499944,10,1316141600,0000000081,Склад,Ивда Гео,Преход мъжки 32х1,170628/080126/3,,0.0,,0.0,,
6259,25,1,3348,2,6,37499944,11,1316141600,0000000081,Склад,ЛД,Актуатор електрически 24V,PBC912246,,0.0,,0.0,,
6285,0,1,3349,2,6,37499944,11,1316141600,0000000081,Склад,ЛД,Актуатор електрически 24V,PBC912246,,328.1,L,167.75,M,
6285,1,1,3350,2,6,37499944,11,1316141600,0000000081,Склад,ЛД,Актуатор електрически 24V,PBC912246,,0.0,%,0.00290079244133804,%,
6285,2,1,3352,2,6,37499944,12,1316141600,0000000081,Склад,Фитинги 316,тройник вътр. резба 102304 1/2`,143284/02092025/7,,0.0,,0.0,,
6285,3,1,3353,2,6,37499944,13,1316141600,0000000081,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,0.0,,0.0,,
6285,4,1,3354,2,6,37499944,14,1316141600,0000000081,Склад,304L,"Щуцер маркуч 304, 1/2",061125/1,,0.0,,0.0,,
6285,5,1,3366,2,6,37499944,15,1316141600,0000000081,Склад,304L,"Преход 304L, м/ж 2`-1`",10148002/120126,,0.0,,0.0,,
6285,6,1,3367,2,6,37499944,16,1316141600,0000000081,Склад,Фитинги 316,преход м/ж 102114 1х1/2,181225/24,,0.0,,0.0,,
6285,7,1,3368,2,6,37499944,17,1316141600,0000000081,Склад,Фитинги 316,преход м/ж 102114 1х1/2,181225/24,,0.0,,0.0,,
6285,8,1,3369,2,6,37499944,18,1316141600,0000000081,Склад,Фитинги 316,муфа намалител 105405 1/2х1/4,181225/16,,0.0,,0.0,,
6285,9,1,3370,2,6,37499944,19,1316141600,0000000081,Склад,Фитинги 316,полунипел 108602 1/4`,,,0.0,,0.0,,
6285,10,1,3371,2,6,37499944,20,1316141600,0000000081,Склад,Фитинги 316,муфа вътр. резба 101802 1/4`,181225/14,,0.0,,0.0,,
6285,11,1,3372,2,6,37499944,17,1316141600,0000000081,Склад,Фитинги 316,преход м/ж 102114 1х1/2,181225/24,,1.0,бр.,2.0,бр.,
6285,12,1,3373,2,6,37499944,16,1316141600,0000000081,Склад,Фитинги 316,преход м/ж 102114 1х1/2,181225/24,,0.0,,0.0,,
6285,13,1,3375,2,6,37499944,14,1316141600,0000000081,Склад,304L,"Щуцер маркуч 304, 1/2",061125/1,,4.0,бр.,5.0,бр.,
6285,14,1,3379,2,6,37499944,21,1316141600,0000000081,Суровини,Филипекс,Ламарина 316L - 2х1250х2500,97611/130825,,0.0,,0.0,,
6285,15,1,3404,2,6,37499944,21,1316141600,0000000081,Суровини,Филипекс,"Ламарина 316L - 2х1250х2500, лист",97611/130825,,450.38,L,230.27,M,
6285,16,1,3405,2,6,37499944,21,1316141600,0000000081,Суровини,Филипекс,"Ламарина 316L - 2х1250х2500, лист",97611/130825,,0.0,%,0.00244813268793177,%,
6285,17,1,3406,2,6,37499944,22,1316141600,0000000081,Суровини,Филипекс,"Ламарина 316L - 5х1250х2500, лист",97611/130825/2,,0.0,,0.0,,
6285,18,1,3408,2,6,37883119,3,1316253644,0000000082,"Склад производство, 500kW",ДЕАТРЕЙД,"Уплътнение от експ. тефлон ф1060хф900х0,5, ринг",3907/22082025,,67.71,$,69.24,M,
6285,19,1,3409,2,6,37883119,3,1316253644,0000000082,"Склад производство, 500kW",ДЕАТРЕЙД,"Уплътнение от експ. тефлон ф1060хф900х0,5, ринг",3907/22082025,,0.0,%,-0.00160054554772125,%,
6285,20,1,3411,2,6,37883119,4,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453986 DN25,10143532/110925/pfte25,,0.0,,0.0,,
6285,21,1,3412,2,6,37883119,5,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453988 DN40,10143532/110925/pfte40,,0.0,,0.0,,
6285,22,1,3413,2,6,37883119,5,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453988 DN40,10143532/110925/pfte40,,2.13,L,1.08,M,
6285,23,1,3414,2,6,37883119,5,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453988 DN40,10143532/110925/pfte40,,0.0,%,0.831154929577446,%,
6285,24,1,3415,2,6,37883119,4,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453986 DN25,10143532/110925/pfte25,,1.8,L,0.92,M,
6200,0,1,3416,2,6,37883119,4,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453986 DN25,10143532/110925/pfte25,,0.0,%,0.0353555555555551,%,
6200,1,1,3418,2,6,37883119,6,1316253644,0000000082,Склад,ЛД,щекер 124-800 (LD) без опаковка,265836/031225/2,,0.0,,0.0,,
6200,2,1,3419,2,6,37883119,7,1316253644,0000000082,Склад,ЛД,Ф2.5 21L2K1T25 R42,12345,,0.0,,0.0,,
6200,3,1,3420,2,6,37883119,8,1316253644,0000000082,Италия,304L,"Щуцер маркуч 304, 1/2",061125/1,,0.0,,0.0,,
6200,4,1,3421,2,6,37883119,8,1316253644,0000000082,Италия,304L,"Щуцер маркуч 304, 1/2",061125/1,,0.0,,0.0,,
6200,5,1,3422,2,6,37883119,8,1316253644,0000000082,Склад,304L,"Щуцер маркуч 304, 1/2",061125/1,,0.0,,0.0,,
6200,6,1,3423,2,6,37883119,9,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,041225/8,,0.0,,0.0,,
6200,7,1,3424,2,6,37883119,10,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,265836/031225/1,,0.0,,0.0,,
6200,8,1,3425,2,6,37883119,10,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,265836/031225/1,,24.82,L,12.69,M,
6200,9,1,3426,2,6,37883119,10,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,265836/031225/1,,0.0,%,0.00208420628526455,%,
6200,10,1,3427,2,6,37883119,9,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,041225/8,,24.82,L,12.69,M,
6200,11,1,3428,2,6,37883119,9,1316253644,0000000082,Склад,ЛД,Бобина прав ток  12W,041225/8,,0.0,%,0.00208420628526455,%,
6200,12,1,3429,2,6,37883119,6,1316253644,0000000082,Склад,ЛД,щекер 124-800 (LD) без опаковка,265836/031225/2,,3.1,L,1.58,M,
6200,13,1,3430,2,6,37883119,6,1316253644,0000000082,Склад,ЛД,щекер 124-800 (LD) без опаковка,265836/031225/2,,0.0,%,0.315761290322594,%,
6200,14,1,3431,2,6,37883119,8,1316253644,0000000082,Склад,304L,"Щуцер маркуч 304, 1/2",061125/1,,1.83,L,0.94,M,
6200,15,1,3432,2,6,37883119,8,1316253644,0000000082,Склад,304L,"Щуцер маркуч 304, 1/2",061125/1,,0.0,%,-0.463398907103794,%,
6200,16,1,3434,2,6,37883119,11,1316253644,0000000082,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,0.0,,0.0,,
6200,17,1,3435,2,6,37883119,12,1316253644,0000000082,Склад,304L,Муфа 304L резбa 150LBS L25/30  1/2``,10143532/110925/1.2,,0.0,,0.0,,
6200,18,1,3436,2,6,37883119,11,1316253644,0000000082,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,1.0,L,0.51,M,
6200,19,1,3437,2,6,37883119,11,1316253644,0000000082,Склад,304L,"Щуцер за маркуч 304, 1/4",090925/6,,0.0,%,0.252669999999999,%,
6200,20,1,3438,2,6,37883119,12,1316253644,0000000082,Склад,304L,Муфа 304L резбa 150LBS L25/30  1/2``,10143532/110925/1.2,,2.64,L,1.35,M,
6200,21,1,3439,2,6,37883119,12,1316253644,0000000082,Склад,304L,Муфа 304L резбa 150LBS L25/30  1/2``,10143532/110925/1.2,,0.0,%,-0.0140340909090914,%,
6200,22,1,3443,2,6,37883119,4,1316253644,0000000082,Склад,Крисметал,уплътнение CF3000 PTFE 453986 DN25,10143532/110925/pfte25,,22.0,бр.,26.0,бр.,
6200,23,1,3449,2,6,37883119,13,1316253644,0000000082,Склад,Кабелни канали,Кабелна скара перфорирана с интегриран съедините,48804/080126/1,,0.0,,0.0,,
6200,24,1,3450,2,6,37883119,14,1316253644,0000000082,Склад,Кабелни канали,"Стенна конзола 90x610mm 2,5kN",48804/080126/2,,0.0,,0.0,,
6200,25,1,3451,2,6,37883119,15,1316253644,0000000082,Склад,Кабелни канали,Вертикален ъгъл понижаващ 60х102мм. с борд,48804/080126/3,,0.0,,0.0,,
6207,0,1,3452,2,6,37883119,16,1316253644,0000000082,Склад,Кабелни канали,Покачващ ъгъл за каб.скара 60х102мм. с борд,48804/080126/4,,0.0,,0.0,,
6207,1,1,3453,2,6,37883119,17,1316253644,0000000082,Склад,Кабелни канали,"Капак за пон. и пок. ъгъл, височина 60мм,В=106мм",48804/080126/5,,0.0,,0.0,,
6207,2,1,3468,2,6,43577413,3,1316342648,0000000083,Склад,SCHUBERT & SALZER,"Sliding Gate Motor Valve 8038 H2, 1` - игл.кл",025VTG11AM11,,0.0,,0.0,,
6207,3,1,3469,2,6,43577413,4,1316342648,0000000083,Склад,SCHUBERT & SALZER,"Sliding Gate Motor Valve 8038 O2, 1` - игл.кл",025VTG11AM1,,0.0,,0.0,,
6207,4,1,3512,2,6,42282840,9,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 2х1250х2500,97611/130825,,0.0,,0.0,,
6207,5,1,3513,2,6,42282840,10,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 5х1250х2500,97611/130825/2,,0.0,,0.0,,
6207,6,1,3531,2,6,42282840,11,1316357277,0000000084,Склад,Метални Елементи,DIN-релса за модулна апаратура перфорирана 2m,1459019554/071125/1,,0.0,,0.0,,
6207,7,1,3532,2,6,42282840,12,1316357277,0000000084,Склад,Метални Елементи,DIN-релса за модулна апаратура перфорирана 2m,1469000128/060126/5,,0.0,,0.0,,
6207,8,1,3538,2,6,42282840,10,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 5х1250х2500,97611/130825/2,,1129.72,L,577.61,M,
6207,9,1,3539,2,6,42282840,10,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 5х1250х2500,97611/130825/2,,0.0,%,0.00115371065397284,%,
6207,10,1,3540,2,6,42282840,9,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 2х1250х2500,97611/130825,,450.38,L,230.27,M,
6207,11,1,3541,2,6,42282840,9,1316357277,0000000084,Суровини,Метални Елементи,Лист неръждаема стомана 316L - 2х1250х2500,97611/130825,,0.0,%,0.00244813268795362,%,
6207,12,1,3542,2,6,42282840,13,1316357277,0000000084,Склад,Тръби,"Тръба прецизна ф20х1,2",28082025,,0.0,,0.0,,
6207,13,1,3558,2,6,42282840,11,1316357277,0000000084,Склад,Метални Елементи,DIN-релса за модулна апаратура перфорирана 2m,1459019554/071125/1,,6.36,L,3.25,M,
6207,14,1,3559,2,6,42282840,11,1316357277,0000000084,Склад,Метални Елементи,DIN-релса за модулна апаратура перфорирана 2m,1459019554/071125/1,,0.0,%,0.0558569182390117,%,
6207,15,1,3560,2,6,42282840,14,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба (323,9х3) 12``",10143532/110925/323.9,,0.0,,0.0,,
6207,16,1,3561,2,6,42282840,15,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,10143532/110925/6x1,,0.0,,0.0,,
6207,17,1,3562,2,6,42282840,16,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,28082025/1,,0.0,,0.0,,
6207,18,1,3563,2,6,42282840,17,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба оребрена (25х2 - 50) 2м,28082025/8,,0.0,,0.0,,
6207,19,1,3564,2,6,42282840,18,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",10143532/110925/114.3,,0.0,,0.0,,
6207,20,1,3565,2,6,42282840,19,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",28082025/7,,0.0,,0.0,,
6207,21,1,3566,2,6,42282840,20,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",10143532/110925/168.3,,0.0,,0.0,,
6207,22,1,3567,2,6,42282840,21,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",28082025/6,,0.0,,0.0,,
6307,0,1,3568,2,6,42282840,22,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба шевна 304L (21.3x2) 1/2``,28082025/2,,0.0,,0.0,,
6307,1,1,3569,2,6,42282840,23,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (48,3х2) 1 1/2``",10143532/110925/48.3,,0.0,,0.0,,
6307,2,1,3570,2,6,42282840,24,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (60,3х2) 2``","10143532/110925/60,3",,0.0,,0.0,,
6307,3,1,3571,2,6,42282840,16,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,28082025/1,,9.88,L,5.05,M,
6307,4,1,3572,2,6,42282840,16,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,28082025/1,,0.0,%,0.0309564777328108,%,
6307,5,1,3573,2,6,42282840,22,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба шевна 304L (21.3x2) 1/2``,28082025/2,,11.19,L,5.72,M,
6307,6,1,3574,2,6,42282840,22,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба шевна 304L (21.3x2) 1/2``,28082025/2,,0.0,%,0.0237033065236828,%,
6307,7,1,3575,2,6,42282840,19,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",28082025/7,,61.1,L,31.24,M,
6307,8,1,3576,2,6,42282840,19,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",28082025/7,,0.0,%,-0.000211456628461011,%,
6307,9,1,3577,2,6,42282840,21,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",28082025/6,,65.8,L,33.64,M,
6307,10,1,3578,2,6,42282840,21,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",28082025/6,,0.0,%,0.0089343465045493,%,
6307,11,1,3579,2,6,42282840,24,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (60,3х2) 2``","10143532/110925/60,3",,23.59,L,12.06,M,
6307,12,1,3580,2,6,42282840,24,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (60,3х2) 2``","10143532/110925/60,3",,0.0,%,0.0114039847392903,%,
6307,13,1,3581,2,6,42282840,15,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,10143532/110925/6x1,,9.88,L,5.05,M,
6307,14,1,3582,2,6,42282840,15,1316357277,0000000084,Склад,Тръби DRAFT111,Тръба безшевна 316L 6x1.0,10143532/110925/6x1,,0.0,%,0.0309564777328108,%,
6307,15,1,3583,2,6,42282840,20,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",10143532/110925/168.3,,65.8,L,33.64,M,
6307,16,1,3584,2,6,42282840,20,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (168,3х2) 6``",10143532/110925/168.3,,0.0,%,0.00893434650456063,%,
6307,17,1,3585,2,6,42282840,18,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",10143532/110925/114.3,,61.1,L,31.24,M,
6307,18,1,3586,2,6,42282840,18,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (114,3х2) 4``",10143532/110925/114.3,,0.0,%,-0.000211456628461011,%,
6307,19,1,3587,2,6,42282840,23,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (48,3х2) 1 1/2``",10143532/110925/48.3,,29.16,L,14.91,M,
6307,20,1,3588,2,6,42282840,23,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба шевна 304L (48,3х2) 1 1/2``",10143532/110925/48.3,,0.0,%,-0.00488786008231366,%,
6307,21,1,3589,2,6,42282840,14,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба (323,9х3) 12``",10143532/110925/323.9,,288.79,L,147.66,M,
6307,22,1,3590,2,6,42282840,14,1316357277,0000000084,Склад,Тръби DRAFT111,"Тръба (323,9х3) 12``",10143532/110925/323.9,,0.0,%,-0.00272093909066724,%,
6314,0,1,3600,2,6,36238823,10,1316432919,0000000085,Склад,Заваръчни връзки,Капа 316L заварка (168.3x2.0) 6``,10143532/110925/6`,,0.0,,0.0,,
6314,1,1,3601,2,6,36238823,11,1316432919,0000000085,Склад,Заваръчни връзки,Капа 316L заварка (168.3x2.0) 6``,10144231/011025/1,,0.0,,0.0,,
6314,2,1,3620,2,6,42282840,25,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Капа 316L заварка (114,3х2) 4``",10143532/110925/4`,,0.0,,0.0,,
6314,3,1,3621,2,6,42282840,26,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,Капа 316L заварка (168.3x2.0) 6``,10144231/011025/1,,0.0,,0.0,,
6314,4,1,3622,2,6,42282840,27,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Капа шевна зав. 316L, 323.0х3.0",10144231/011025/2,,0.0,,0.0,,
6314,5,1,3623,2,6,42282840,28,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Коляно 45о 304L заварка (48,3х2) 1 1/2``",050126/1,,0.0,,0.0,,
6314,6,1,3624,2,6,42282840,29,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Коляно 90o 304L заварка (33,7х2) 1``",10143532/110925/k1`,,0.0,,0.0,,
6314,7,1,3625,2,6,42282840,30,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Коляно 90o 304L заварка (48,3х2) 1 1/2``",10143532/110925/k1.1/2`,,0.0,,0.0,,
6314,8,1,3626,2,6,42282840,31,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Коляно 90o 304L заварка (60,3x2) 2``",10143532/110925/k2`,,0.0,,0.0,,
6314,9,1,3627,2,6,42282840,32,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"Тройник 304L заварка (60,3х2) 2``",10143532/110925/t2`,,0.0,,0.0,,
6314,10,1,3628,2,6,42282840,33,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,Четворник 1``,1,,0.0,,0.0,,
6314,11,1,3629,2,6,42282840,34,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"тройник 304, заварка, 48.3х2, 1 1/2`",10143532/110925/t1.1/2`,,0.0,,0.0,,
6314,12,1,3630,2,6,42282840,35,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,"тройник 304,заварка 33.7х2, 1`",10143532/110925/t1`,,0.0,,0.0,,
6314,13,1,3637,2,6,42282840,36,1316357277,0000000084,Склад,Заваръчни връзки DRAFT111,полунипел 108608 1 1/2`,10143532/110925/pn1.1/2`,,0.0,,0.0,,
6314,14,1,3652,2,6,42282840,37,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Филтър INOX 316 Фл. PN16 DN40,10146144/141125/1,,0.0,,0.0,,
6314,15,1,3653,2,6,42282840,38,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък 304 T10 PN16 DN40,10143532/110925/40,,0.0,,0.0,,
6314,16,1,3654,2,6,42282840,39,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък 304 T10 PN16 DN50,10143532/110925/50,,0.0,,0.0,,
6314,17,1,3655,2,6,42282840,40,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък 304 T8 PN16 DN25,10143532/110925/25,,0.0,,0.0,,
6314,18,1,3656,2,6,42282840,41,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък с резба 304L PN10/16 DN50x2````,10143532/110925/r50,,0.0,,0.0,,
6314,19,1,3657,2,6,42282840,42,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък с резба 304L PN10/16/40 DN25x1````,10143532/110925/r25,,0.0,,0.0,,
6314,20,1,3658,2,6,42282840,43,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,Фланец плосък с резба 304L PN10/16/40 DN40x1 1/2,10143532/110925/r40,,0.0,,0.0,,
6314,21,1,3659,2,6,42282840,44,1316357277,0000000084,Склад,Фланцови връзки DRAFT111,уплътнение CF3000 PTFE 453986 DN25,10143532/110925/pfte25,,0.0,,0.0,,
