__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,SKLAD,GRUPA,STOKA,SER_NO,OLD_VALUTA,OLD_CENA,NEW_VALUTA,NEW_CENA,OLD_VALUE,NEW_VALUE
6276,12,1,7955,2,,фитинги за заварки,капа зав. 304 103217 12`,,L,200.0,M,102.258376239244,,
6276,13,1,7956,2,,фитинги за заварки,"капа зав. 304, 12` 103253 323.9х3",,L,130.0,M,66.4679445555084,,
6276,14,1,7957,2,,М16,шестоъгълна гайка цинк 00934 8001 16 М16,,L,0.0,M,0.0,,
6276,15,1,7958,2,,М16,широка шайба цинк,,L,0.0,M,0.0,,
6276,16,1,7959,2,,М16,федер шайба цинк  М16,,L,0.0,M,0.0,,
6276,17,1,7960,2,,М16,А2 болт 57371606002 М16х60,,L,0.0,M,0.0,,
6276,18,1,7961,2,,М16,А2 гайка 55881600002 М16,,L,0.0,M,0.0,,
6276,19,1,7962,2,,М16,А2 шайба 1252170 М16,,L,0.0,M,0.0,,
6276,20,1,7963,2,,М16,А2 федер шайба 127-2-16 М16,,L,0.0,M,0.0,,
6276,21,1,7964,2,,Машини,Флекс Bosch GWS17-125S,,L,0.0,M,0.0,,
6276,22,1,7965,2,,М12,федер шайба цинк  М12,,L,0.0,M,0.0,,
6276,23,1,7966,2,,М12,А2 болт 00933 9200 12 50 М12х50,,L,0.0,M,0.0,,
6276,24,1,7967,2,,М12,А2 гайка 00934 9200 12 М12,,L,0.0,M,0.0,,
6276,25,1,7968,2,,М12,А2 шайба 00125 9210 12 М12,,L,0.0,M,0.0,,
6276,26,1,7969,2,,М12,А2 федер шайба 1751120002 М12,,L,0.0,M,0.0,,
6276,27,1,7970,2,,М12,А2 болт 5739121002 М12х100,,L,0.0,M,0.0,,
6276,28,1,7971,2,,Машини,Флекс Bosch GWS9-125S 0,,L,0.0,M,0.0,,
6276,29,1,7972,2,,М6,болт цинк  М6х90,,L,0.0,M,0.0,,
6276,30,1,7973,2,,М6,болт цинк  М6х65,,L,0.0,M,0.0,,
6276,31,1,7974,2,,М6,болт цинк М6х50,,L,0.0,M,0.0,,
6276,32,1,7975,2,,М6,болт цинк  М6х16,,L,0.0,M,0.0,,
6276,33,1,7976,2,,М6,винт звезда цинк  М6х35,,L,0.0,M,0.0,,
6276,34,1,7977,2,,М6,винт звезда цинк  М6х16,,L,0.0,M,0.0,,
6279,0,1,7978,2,,М6,винт с върт.шестостен цинк М6х60,,L,0.0,M,0.0,,
6279,1,1,7979,2,,М6,широка шайба цинк  М6,,L,0.0,M,0.0,,
6279,2,1,7980,2,,Машини,Циркуляр Metabo KGS305M,,L,0.0,M,0.0,,
6279,3,1,7981,2,,М10,болт цинк 45 М10х45,,L,0.0,M,0.0,,
6279,4,1,7982,2,,М10,А2 болт 00933 9200 10 30 М10х30,,L,0.0,M,0.0,,
6279,5,1,7983,2,,М10,широка шайба  М10,,L,0.0,M,0.0,,
6279,6,1,7984,2,,М10,А2 гайка 00934 9200 10 М10,,L,0.0,M,0.0,,
6279,7,1,7985,2,,М10,А2 федер шайба 00127 9220 10 М10,,L,0.0,M,0.0,,
6279,8,1,7986,2,,Машини,Ексцентършлайф Bosch GEX 125-1 AE,,L,0.0,M,0.0,,
6279,9,1,7987,2,,Машини,Машина за полиране Bosch GPO14CE,,L,0.0,M,0.0,,
6279,10,1,7988,2,,М5,кръстат винт цинк М5х25,,L,0.0,M,0.0,,
6279,11,1,7989,2,,М5,кръстат винт цинк  М5х20,,L,0.0,M,0.0,,
6279,12,1,7990,2,,М5,кръстат винт цинк  М5х16,,L,0.0,M,0.0,,
6279,13,1,7991,2,,М5,кръстат винт цинк М5х12,,L,0.0,M,0.0,,
6279,14,1,7992,2,,М5,"самопробивен винт цинк  М5,5х32",,L,0.0,M,0.0,,
6279,15,1,7993,2,,М5,широка шайба цинк  М5,,L,0.0,M,0.0,,
6279,16,1,7994,2,,М4,"самопробивен винт цинк  М 4,8х50",,L,0.0,M,0.0,,
6279,17,1,7995,2,,Машини,Флекс Sparky,,L,0.0,M,0.0,,
6279,18,1,7996,2,,Машини,Машина за заостряне на волфрамови електроди Delt,,L,0.0,M,0.0,,
6279,19,1,7997,2,,Машини,Пневматичен винтоверт Raider RD-AD02,,L,0.0,M,0.0,,
6279,20,1,7998,2,,Машини,Зеге Sparky,,L,0.0,M,0.0,,
6279,21,1,7999,2,,Машини,Мултицет Elitmex UT131C,,L,0.0,M,0.0,,
6279,22,1,8000,2,,Машини,Пистолет за топъл въздух Daewoo DAHG 2000,,L,0.0,M,0.0,,
6279,23,1,8001,2,,Машини,Лазерен нивелир Bosch Quingo Plus,,L,0.0,M,0.0,,
6279,24,1,8002,2,,Машини,Електронен шублер,,L,0.0,M,0.0,,
6279,25,1,8003,2,,Машини,Перфоратор Bosch GBH 2-24D,,L,0.0,M,0.0,,
6279,26,1,8004,2,,Машини,Бормашина Metabo BEV 1300-2,,L,0.0,M,0.0,,
6279,27,1,8005,2,,Машини,Лепачка за тръби Total TT328151,,L,0.0,M,0.0,,
6279,28,1,8006,2,,Машини,Перфоратор Makita DHR241,,L,0.0,M,0.0,,
6279,29,1,8007,2,,Машини,Импакт Makita DTD152,,L,0.0,M,0.0,,
6279,30,1,8008,2,,Машини,Бормашина Parkside PSBM1100B1,,L,0.0,M,0.0,,
6279,31,1,8009,2,,Машини,Фреза Makita N5900B,,L,0.0,M,0.0,,
6279,32,1,8010,2,,Машини,Ампер клещи Uni-t UT230R,,L,0.0,M,0.0,,
6279,33,1,8011,2,,Машини,Ампер клещи Uni-t UT230R 1,,L,0.0,M,0.0,,
6279,34,1,8012,2,,Машини,Ампер клещи Uni-t UT230R 2,,L,0.0,M,0.0,,
6279,35,1,8013,2,,Машини,Ампер клещи Total TMT46003,,L,0.0,M,0.0,,
6279,36,1,8014,2,,Машини,Лазерен термометър Infrared DT8016H,,L,0.0,M,0.0,,
6279,37,1,8015,2,,Машини,Електронен шублер 3,,L,0.0,M,0.0,,
7360,0,1,8016,2,,Машини,Манометър Bauihr 5110,,L,0.0,M,0.0,,
7360,1,1,8017,2,,Машини,Пистолет за топъл въздух Stainel,,L,0.0,M,0.0,,
7360,2,1,8018,2,,Машини,Виноверт Bavaria BCD14,,L,0.0,M,0.0,,
7360,3,1,8019,2,,Машини,Зеге Raider RDP-JS21,,L,0.0,M,0.0,,
7360,4,1,8020,2,,Машини,Дигитален термометър PeakTeck 5110,,L,0.0,M,0.0,,
7360,5,1,8021,2,,Машини,Мултицет Schneider IMT23202,,L,0.0,M,0.0,,
7360,6,1,8022,2,,Машини,Мултишлайф Dremel 4000,,L,0.0,M,0.0,,
7360,7,1,8023,2,,Машини,Електрическа отвертка Makita DF011D,,L,0.0,M,0.0,,
7360,8,1,8024,2,,Машини,Електрическа отвертка Makita,,L,0.0,M,0.0,,
7360,9,1,8025,2,,Машини,Газ детектор писалка,,L,0.0,M,0.0,,
7360,10,1,8026,2,,Машини,Газ анализатор Testo 300 633300250,,L,0.0,M,0.0,,
7360,11,1,8027,2,,Производствен цех - инструменти,Количка с инструменти Unior,,L,0.0,M,0.0,,
7360,12,1,8028,2,,Производствен цех - инструменти,Чук гумен,,L,0.0,M,0.0,,
7360,13,1,8029,2,,Производствен цех - инструменти,Тръбен ключ Top Master 18`,,L,0.0,M,0.0,,
7360,14,1,8030,2,,Производствен цех - инструменти,Макетен нож Premium,,L,0.0,M,0.0,,
7360,15,1,8031,2,,Производствен цех - инструменти,Отвертки Vorel права,,L,0.0,M,0.0,,
7360,16,1,8032,2,,Производствен цех - инструменти,Кримпващи клещи Hanlong,,L,0.0,M,0.0,,
7360,17,1,8033,2,,Производствен цех - инструменти,Гаечен ключ раздвижен Stanley 8mm-14mm,,L,0.0,M,0.0,,
7360,18,1,8034,2,,Производствен цех - инструменти,Комплект шестограми Haogong,,L,0.0,M,0.0,,
7360,19,1,8035,2,,Производствен цех - инструменти,Комплект шестограми Parkside,,L,0.0,M,0.0,,
7360,20,1,8036,2,,Производствен цех - инструменти,Мултицет Elimex UT131C C222183700,,L,0.0,M,0.0,,
7360,21,1,8037,2,,Производствен цех - инструменти,Резач за кабели Total,,L,0.0,M,0.0,,
7360,22,1,8038,2,,Производствен цех - инструменти,Раздвижен ключ Knipex SW68 2 1/2`,,L,0.0,M,0.0,,
7360,23,1,8039,2,,Производствен цех - инструменти,Тръбен ключ Rothenberger 7.0123/ 1 1/2` 45? `S`,,L,0.0,M,0.0,,
7360,24,1,8040,2,,Производствен цех - инструменти,Тръбен ключ Gross 1/2`,,L,0.0,M,0.0,,
7360,25,1,8041,2,,Производствен цех - инструменти,Клещи резачки Knipex,,L,0.0,M,0.0,,
7360,26,1,8042,2,,Производствен цех - инструменти,Клещи резачки Suki,,L,0.0,M,0.0,,
7360,27,1,8043,2,,Производствен цех - инструменти,Телена четка Spid,,L,0.0,M,0.0,,
7360,28,1,8044,2,,Производствен цех - инструменти,Телена четка кръгла,,L,0.0,M,0.0,,
7360,29,1,8045,2,,Машини,Мултицет V&A VA19,,L,0.0,M,0.0,,
7360,30,1,8046,2,,Производствен цех - инструменти,Ролетка Sola 3m,,L,0.0,M,0.0,,
7360,31,1,8047,2,,Производствен цех - инструменти,Ролетка Sola 5m,,L,0.0,M,0.0,,
7360,32,1,8048,2,,Производствен цех - инструменти,Ролетка Profi + 5m,,L,0.0,M,0.0,,
7374,0,1,8049,2,,Производствен цех - инструменти,Клещи Top Master жълти,,L,0.0,M,0.0,,
7374,1,1,8050,2,,Производствен цех - инструменти,Клещи други,,L,0.0,M,0.0,,
7374,2,1,8051,2,,Производствен цех - инструменти,Шублер други,,L,0.0,M,0.0,,
7374,3,1,8052,2,,Производствен цех - инструменти,Стегни други,,L,0.0,M,0.0,,
7374,4,1,8053,2,,Производствен цех - инструменти,Стегни други 4,,L,0.0,M,0.0,,
7374,5,1,8054,2,,Производствен цех - инструменти,Стегни Top Master,,L,0.0,M,0.0,,
7374,6,1,8055,2,,Производствен цех - инструменти,Стегни Wolfcraft,,L,0.0,M,0.0,,
7374,7,1,8056,2,,Производствен цех - инструменти,Чирак Profi,,L,0.0,M,0.0,,
7374,8,1,8057,2,,Производствен цех - инструменти,Чирак други,,L,0.0,M,0.0,,
7374,9,1,8058,2,,Производствен цех - инструменти,Чирак други 5,,L,0.0,M,0.0,,
7374,10,1,8059,2,,Производствен цех - инструменти,Клещи за тръби Total,,L,0.0,M,0.0,,
7374,11,1,8060,2,,Производствен цех - инструменти,Пила други,,L,0.0,M,0.0,,
7374,12,1,8061,2,,Производствен цех - инструменти,Клещи армировъчни други,,L,0.0,M,0.0,,
7374,13,1,8062,2,,Производствен цех - инструменти,Сандък система за електрохимично почистване,,L,0.0,M,0.0,,
7374,14,1,8063,2,,Производствен цех - инструменти,Ножица за ламарина Total,,L,0.0,M,0.0,,
7374,15,1,8064,2,,Производствен цех - инструменти,Антифони,,L,0.0,M,0.0,,
7374,16,1,8065,2,,Хале  - инструменти,Отвертки Powerfix права,,L,0.0,M,0.0,,
7374,17,1,8066,2,,Хале  - инструменти,Отвертки други права,,L,0.0,M,0.0,,
7374,18,1,8067,2,,Хале  - инструменти,Отвертки Parkside мини права,,L,0.0,M,0.0,,
7374,19,1,8068,2,,Хале  - инструменти,Отвертки мини права,,L,0.0,M,0.0,,
7374,20,1,8069,2,,Хале  - инструменти,Отвертки други фазомер,,L,0.0,M,0.0,,
7374,21,1,8070,2,,Хале  - инструменти,Отвертки Unior 629 TBI SW 10x125 права,,L,0.0,M,0.0,,
7374,22,1,8071,2,,Хале  - инструменти,Отвертки други кръстати,,L,0.0,M,0.0,,
7374,23,1,8072,2,,Хале  - инструменти,Отвертки Parkside кръстата,,L,0.0,M,0.0,,
7374,24,1,8073,2,,Хале  - инструменти,Отвертки мини кръстата,,L,0.0,M,0.0,,
7374,25,1,8074,2,,Хале  - инструменти,Отвертки Gross кръстата,,L,0.0,M,0.0,,
7374,26,1,8075,2,,Хале  - инструменти,Отвертки Ceta Form кръстата,,L,0.0,M,0.0,,
7374,27,1,8076,2,,Хале  - инструменти,Отвертки Force кръстата,,L,0.0,M,0.0,,
7374,28,1,8077,2,,Хале  - инструменти,Отвертки Mr.Bricolage кръстата,,L,0.0,M,0.0,,
7374,29,1,8078,2,,Хале  - инструменти,Отвертки Powerfix кръстата,,L,0.0,M,0.0,,
7374,30,1,8079,2,,Хале  - инструменти,Отвертки Whirlpower мини кръстата,,L,0.0,M,0.0,,
7374,31,1,8080,2,,Хале  - инструменти,комплект отвертки + клещи Whirlpower,,L,0.0,M,0.0,,
7374,32,1,8081,2,,Хале  - инструменти,комплект отвертки Parkside,,L,0.0,M,0.0,,
7395,0,1,8082,2,,Хале  - инструменти,комплект отвертки Vorel,,L,0.0,M,0.0,,
7395,1,1,8083,2,,Хале  - инструменти,комплект отвертки за очила други,,L,0.0,M,0.0,,
7395,2,1,8084,2,,Хале  - инструменти,комплект отвертки за очила Powerfix,,L,0.0,M,0.0,,
7395,3,1,8085,2,,Хале  - инструменти,Ножици други,,L,0.0,M,0.0,,
7395,4,1,8086,2,,Хале  - инструменти,Ножици други за ламарина,,L,0.0,M,0.0,,
7395,5,1,8087,2,,Хале  - инструменти,Клещи резачки Haupa,,L,0.0,M,0.0,,
7395,6,1,8088,2,,Хале  - инструменти,Клещи резачки Knipex,,L,0.0,M,0.0,,
7395,7,1,8089,2,,Хале  - инструменти,Клещи резачки Powershark,,L,0.0,M,0.0,,
7395,8,1,8090,2,,Хале  - инструменти,Клещи зегер Whirlpower,,L,0.0,M,0.0,,
7395,9,1,8091,2,,Хале  - инструменти,Клещи Top Tools,,L,0.0,M,0.0,,
7395,10,1,8092,2,,Хале  - инструменти,Клещи Premium,,L,0.0,M,0.0,,
7395,11,1,8093,2,,Хале  - инструменти,Клещи Suki,,L,0.0,M,0.0,,
7395,12,1,8094,2,,Хале  - инструменти,Клещи Top Aster,,L,0.0,M,0.0,,
7395,13,1,8095,2,,Хале  - инструменти,Клещи Gadget,,L,0.0,M,0.0,,
7395,14,1,8096,2,,Хале  - инструменти,Клещи други,,L,0.0,M,0.0,,
7395,15,1,8097,2,,Хале  - инструменти,Кримпващи клещи Cembre,,L,0.0,M,0.0,,
7395,16,1,8098,2,,Хале  - инструменти,Кримпващи клещи HBG,,L,0.0,M,0.0,,
7395,17,1,8099,2,,Хале  - инструменти,Кримпващи клещи Unior 427/4DG,,L,0.0,M,0.0,,
7395,18,1,8100,2,,Хале  - инструменти,Кримпващи клещи Haupa 210695,,L,0.0,M,0.0,,
7395,19,1,8101,2,,Хале  - инструменти,Кримпващи клещи 211816,,L,0.0,M,0.0,,
7395,20,1,8102,2,,Хале  - инструменти,Кримпващи клещи 210853 - 10- 120мм?,,L,0.0,M,0.0,,
7395,21,1,8103,2,,Хале  - инструменти,Кримпващи клещи Pros`s kit 808-376C,,L,0.0,M,0.0,,
7395,22,1,8104,2,,Хале  - инструменти,Кримпващи клещи други,,L,0.0,M,0.0,,
7395,23,1,8105,2,,Хале  - инструменти,Чирак други,,L,0.0,M,0.0,,
7395,24,1,8106,2,,Хале  - инструменти,Нож макетен други,,L,0.0,M,0.0,,
7395,25,1,8107,2,,Хале  - инструменти,Нож за кабелни изолации Total,,L,0.0,M,0.0,,
7395,26,1,8108,2,,Хале  - инструменти,Чук гумен,,L,0.0,M,0.0,,
7395,27,1,8109,2,,Хале  - инструменти,Чук обикновен,,L,0.0,M,0.0,,
7395,28,1,8110,2,,Хале  - инструменти,Чук дървен,,L,0.0,M,0.0,,
7395,29,1,8111,2,,Хале  - инструменти,Ръчна кабелна ножица други,,L,0.0,M,0.0,,
7395,30,1,8112,2,,Хале  - инструменти,Водопроводен ключ други,,L,0.0,M,0.0,,
7395,31,1,8113,2,,Хале  - инструменти,Ножица за тръби други,,L,0.0,M,0.0,,
7395,32,1,8114,2,,Хале  - инструменти,Механични кербоващи клещи Troy t 24009,,L,0.0,M,0.0,,
7395,33,1,8115,2,,Хале  - инструменти,Ролетка Total 8m,,L,0.0,M,0.0,,
7395,34,1,8116,2,,Хале  - инструменти,Манометри Pro Control,,L,0.0,M,0.0,,
7402,0,1,8117,2,,Хале  - инструменти,Манометри GCE,,L,0.0,M,0.0,,
7402,1,1,8118,2,,Хале  - инструменти,Манометри Oxyturbo,,L,0.0,M,0.0,,
7402,2,1,8119,2,,Фрезовъчен цех,инструментален шкаф,,L,0.0,M,0.0,,
7402,3,1,8120,2,,Фрезовъчен цех,винтоверт Makita DDF482 725801 R,,L,0.0,M,0.0,,
7402,4,1,8121,2,,Фрезовъчен цех,клещи обикновени,,L,0.0,M,0.0,,
7402,5,1,8122,2,,Фрезовъчен цех,комплект шестограми,,L,0.0,M,0.0,,
7402,6,1,8123,2,,Фрезовъчен цех,отвертки прави,,L,0.0,M,0.0,,
7402,7,1,8124,2,,Фрезовъчен цех,отвертки кръстати,,L,0.0,M,0.0,,
7402,8,1,8125,2,,Фрезовъчен цех,мултицет Doldtool GSM860,,L,0.0,M,0.0,,
7402,9,1,8126,2,,Фрезовъчен цех,ролетка 5 м.,,L,0.0,M,0.0,,
7402,10,1,8127,2,,Фрезовъчен цех,ролетка Sola 5 м.,,L,0.0,M,0.0,,
7402,11,1,8128,2,,Фрезовъчен цех,ел. шублер Precise,,L,0.0,M,0.0,,
7402,12,1,8129,2,,Фрезовъчен цех,макетен нож,,L,0.0,M,0.0,,
7402,13,1,8130,2,,Фрезовъчен цех,пила Topmaster,,L,0.0,M,0.0,,
7402,14,1,8131,2,,Фрезовъчен цех,пила други,,L,0.0,M,0.0,,
7402,15,1,8132,2,,Фрезовъчен цех,комплект шестограми еврейска зв.,,L,0.0,M,0.0,,
7402,16,1,8133,2,,Фрезовъчен цех,телелни четки Topmaster,,L,0.0,M,0.0,,
7402,17,1,8134,2,,Фрезовъчен цех,ъгломер,,L,0.0,M,0.0,,
7402,18,1,8135,2,,Фрезовъчен цех,водопроводни ключове обикновен,,L,0.0,M,0.0,,
7402,19,1,8136,2,,Фрезовъчен цех,водопроводни ключове Heavy duty 10`,,L,0.0,M,0.0,,
7402,20,1,8137,2,,Фрезовъчен цех,ъгъл Topmaster,,L,0.0,M,0.0,,
7402,21,1,8138,2,,Фрезовъчен цех,магнитно индикаторна стойка счасовник,,L,0.0,M,0.0,,
7402,22,1,8139,2,,Фрезовъчен цех,сменяеми пластини отрезни Korloy NC3020,,L,0.0,M,0.0,,
7402,23,1,8140,2,,Фрезовъчен цех,сменяеми пластини отрезни Gx24-2E300N03-UF4 / WS,,L,0.0,M,0.0,,
7402,24,1,8141,2,,Фрезовъчен цех,сменяеми пластини отрезни Deskar AG55,,L,0.0,M,0.0,,
7402,25,1,8142,2,,Фрезовъчен цех,сменяеми пластини отрезни WNMG080408-MA / LF6018,,L,0.0,M,0.0,,
7402,26,1,8143,2,,Фрезовъчен цех,сменяеми пластини отрезни 16 ER AG 60 LDA,,L,0.0,M,0.0,,
7402,27,1,8144,2,,Фрезовъчен цех,сменяеми пластини отрезни 16 IR AG 60 LDA,,L,0.0,M,0.0,,
7402,28,1,8145,2,,Фрезовъчен цех,сменяеми пластини отрезни MGGN300 / JM LF6018,,L,0.0,M,0.0,,
7402,29,1,8146,2,,Фрезовъчен цех,сменяеми пластини отрезни 16 ERM AG 55 LF6018,,L,0.0,M,0.0,,
7402,30,1,8147,2,,Фрезовъчен цех,сменяеми пластини отрезни Koesotr WNMG080404-HA,,L,0.0,M,0.0,,
7402,31,1,8148,2,,Фрезовъчен цех,сменяеми пластини отрезни Isenr SNMG 431-F3M / I,,L,0.0,M,0.0,,
7402,32,1,8149,2,,Фрезовъчен цех,сменяеми пластини отрезни Diaedge CCMT09T308 / V,,L,0.0,M,0.0,,
7402,33,1,8150,2,,Фрезовъчен цех,сменяеми пластини отрезни Sartorius 10413-21922,,L,0.0,M,0.0,,
7405,0,1,8151,2,,Фрезовъчен цех,сменяеми пластини отрезни Sumitomo ACZ330 / WCMX,,L,0.0,M,0.0,,
7405,1,1,8152,2,,Фрезовъчен цех,отрезна шина CNC Tools SPB332,,L,0.0,M,0.0,,
7405,2,1,8153,2,,Фрезовъчен цех,стругарски ножове със запоени пластини,,L,0.0,M,0.0,,
7405,3,1,8154,2,,Машини,Мултицет CAT JTW838,,L,0.0,M,0.0,,
7405,4,1,8155,2,,Фрезовъчен цех,микрометър вътрешен отвор Insize 25-50mm. 210301,,L,0.0,M,0.0,,
7405,5,1,8156,2,,Фрезовъчен цех,микрометър външен отвор 0-25мм. руски,,L,0.0,M,0.0,,
7405,6,1,8157,2,,Фрезовъчен цех,Винтоверт Parkside 72036190 / 006315,,L,0.0,M,0.0,,
7405,7,1,8158,2,,Фрезовъчен цех,гумен чук,,L,0.0,M,0.0,,
7405,8,1,8159,2,,Фрезовъчен цех,пристъргваща глава MT4 / 612502,,L,0.0,M,0.0,,
7405,9,1,8160,2,,Металхидрид,клещи обикновени,,L,0.0,M,0.0,,
7405,10,1,8161,2,,Металхидрид,клещи огънат връх,,L,0.0,M,0.0,,
7405,11,1,8162,2,,Металхидрид,клещи резачки Suki 1600064,,L,0.0,M,0.0,,
7405,12,1,8163,2,,Металхидрид,клещи резачки Topmaster,,L,0.0,M,0.0,,
7405,13,1,8164,2,,Металхидрид,клещи резачки други,,L,0.0,M,0.0,,
7405,14,1,8165,2,,Металхидрид,отвертки прави,,L,0.0,M,0.0,,
7405,15,1,8166,2,,Металхидрид,отвертки прави фазомер,,L,0.0,M,0.0,,
7405,16,1,8167,2,,Металхидрид,отвертки кръстати,,L,0.0,M,0.0,,
7405,17,1,8168,2,,Металхидрид,раздвижен ключ,,L,0.0,M,0.0,,
7405,18,1,8169,2,,Металхидрид,резачка за тел,,L,0.0,M,0.0,,
7405,19,1,8170,2,,Металхидрид,резачка за тръби,,L,0.0,M,0.0,,
7405,20,1,8171,2,,Металхидрид,макетен нож,,L,0.0,M,0.0,,
7405,21,1,8172,2,,Металхидрид,пила Topmaster,,L,0.0,M,0.0,,
7405,22,1,8173,2,,Металхидрид,пила други,,L,0.0,M,0.0,,
7405,23,1,8174,2,,Металхидрид,тресчотка,,L,0.0,M,0.0,,
7405,24,1,8175,2,,Металхидрид,ножица,,L,0.0,M,0.0,,
7405,25,1,8176,2,,Металхидрид,ножица за ламарина,,L,0.0,M,0.0,,
7405,26,1,8177,2,,Металхидрид,чук,,L,0.0,M,0.0,,
7405,27,1,8178,2,,Металхидрид,лула 24`,,L,0.0,M,0.0,,
7405,28,1,8179,2,,Металхидрид,нитачка за нит гайки HBM-6342C000221S15H24214,,L,0.0,M,0.0,,
7405,29,1,8180,2,,Металхидрид,тръбогиб Yato YT-21840 / 6-8-10mm.,,L,0.0,M,0.0,,
7405,30,1,8181,2,,Металхидрид,Винтоверт Einhell 45.138.21 / 2016/11/BG-16-2013,,L,0.0,M,0.0,,
7405,31,1,8182,2,,Производствен цех - инструменти,Макетен нож други,,L,0.0,M,0.0,,
7405,32,1,8183,2,,Производствен цех - инструменти,Отвертки други права,,L,0.0,M,0.0,,
7405,33,1,8184,2,,Производствен цех - инструменти,Отвертки други кръстата,,L,0.0,M,0.0,,
7405,34,1,8185,2,,Производствен цех - инструменти,Отвертки други кръстата червена,,L,0.0,M,0.0,,
7405,35,1,8186,2,,Електроника,"прекъсвач C 32/1, MCB 230/400 V",,L,0.0,M,0.0,,
7408,0,1,8187,2,,Електроника,"Захранващо устройство, SDR-240-24",,L,180.0,M,92.0325386153193,,
7408,1,1,8188,2,,Цех,"сферичен кран със задвижкa, зав. 56370651 модел",,L,0.0,M,0.0,,
7408,2,1,8189,2,,Цех,сферичен кран със задвижка 56210651,,L,0.0,M,0.0,,
7408,3,1,8190,2,,Цех,фланци 102938 DN40,,L,25.85,M,13.2168951289222,,
7408,4,1,8191,2,,Цех,фланци 102939 DN50,,L,24.9,M,12.7311678417858,,
7408,5,1,8192,2,,Цех,фланци 102936 DN25,,L,13.34,M,6.82063369515755,,
7408,6,1,8193,2,,Цех,фланци с резба 951036 DN25,,L,0.0,M,0.0,,
7408,7,1,8194,2,,Цех,фланци с резба 951039 DN50,,L,0.0,M,0.0,,
7408,8,1,8195,2,,кабелни магистрали,"гайка самоосигурителна 10, цинк 00985 1001 16 М1",,L,0.0,M,0.0,,
7408,9,1,8196,2,,кабелни магистрали,"гайка шестостенна 10, цинк 00934 1001 16 М16",,L,0.0,M,0.0,,
7408,10,1,8197,2,,кабелни магистрали,шпилка 009575 1000 16 2000 М16х2000,,L,0.0,M,0.0,,
7408,11,1,8198,2,,Метални компоненти,Капак (Кондензоуловител),,L,0.0,M,0.0,,
7408,12,1,8199,2,,Метални компоненти,Винкел ГВ 40х40х3,,L,0.0,M,0.0,,
7408,13,1,8200,2,,Метални компоненти,Плоча притискаща 495х45х10,,L,83.98,M,42.9382921828584,,
7408,14,1,8201,2,,Метални компоненти,Лист неръждаема стомана 316L 2500х1250х1,,L,167.62,M,85.7027451261101,,
7408,15,1,8202,2,,Метални компоненти,Лист неръждаема стомана 316L 2500х1250х3,,L,644.25,M,329.399794460664,,
7408,16,1,8203,2,,Метални компоненти,Шина 20х3,,L,0.0,M,0.0,,
7408,17,1,8204,2,,Метални компоненти,Дъно (Съд за електролит),,L,0.0,M,0.0,,
7408,18,1,8205,2,,Метални компоненти,Капак (Съд за електролит),,L,0.0,M,0.0,,
7408,19,1,8206,2,,Метални компоненти,Дъно (Кондензоуловител),,L,0.0,M,0.0,,
7408,20,1,8207,2,,Тръби.,Серпентина,,L,555.0,M,283.766994063901,,
7408,21,1,8208,2,,Кранове и фланцови връзки,Кран сферичен 316L DN15 PN64,,L,108.8,M,55.6285566741486,,
7408,22,1,8209,2,,Фитинги на резба.,"коляно 90°, 304L, вътр./вън. резба, 1/2`",,L,1.0,M,0.511291881196218,,
7408,23,1,8210,2,,Кранове и фланцови връзки,2/2 Вентил (кран за бърза връзка),,L,25.8117,M,13.1973126498724,,
7408,24,1,8211,2,,Кранове и фланцови връзки,Inline Detonation Flame Arrester,,L,1630.0,M,833.405766349836,,
7408,25,1,8212,2,,Крисметал,"Капа ПП G8301, ф32",,L,2.0,M,1.02258376239244,,
7408,26,1,8213,2,,Електроника,Платка GI1RS485,,L,13.09,M,6.6928107248585,,
7408,27,1,8214,2,,Електроника,Платка GI1PWR02,,L,22.69,M,11.6012127843422,,
7408,28,1,8215,2,,Фитинги на резба.,Y-Филтър 1/2,,L,36.2015,M,18.5095330371249,,
7408,29,1,8216,2,,Фитинги на резба.,"Права връзка 1510 15/12,5-1/2",,L,5.15,M,2.63315318816053,,
7408,30,1,8217,2,,Фитинги на резба.,Права връзка  1511 8/6-1/4,,L,2.336,M,1.19437783447437,,
7408,31,1,8218,2,,Електроника,Платка GI1UZDV8,,L,18.54,M,9.47935147737789,,
7411,0,1,8219,2,,Електроника,Платка GI1LZDV8,,L,18.8,M,9.61228736648891,,
7411,1,1,8220,2,,Електроника,Платка GI1TZDV8,,L,4.96,M,2.53600773073324,,
7411,2,1,8221,2,,Вътрешни изделия и детайли,Пълнеж за бутилка,,L,0.0,M,0.0,,
7411,3,1,8222,2,,Електроника,Модули,,L,6.95,M,3.55347857431372,,
7411,4,1,8223,2,,Електроника, IRM-03-12 захранващо устройство,,L,8.75,M,4.47380396046691,,
7411,5,1,8224,2,,Демистрър 500,Тяло на демистър,,L,29.61,M,15.13935260222,,
7411,6,1,8225,2,,Демистрър 500,Дъно на демистър,,L,51.45,M,26.3059672875454,,
7411,7,1,8226,2,,Демистрър 500,Среден фланец с тръба и коляно,,L,16.78,M,8.57947776647255,,
7411,8,1,8227,2,,Демистрър 500,Разпробита капа,,L,0.0,M,0.0,,
