__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CHANGED,GRUPA,PARENT_GR,CODE,BARCODE,VALUTA_KUP,VALUTA_PROD_ED,VALUTA_PROD_DR,RAZFAS1,RAZFAS2,RELATOR,CENA_KUP,CENA_PROD_ED1,CENA_PROD_DR1,DDS_DEF,PROPS,NOTE,IS_SER_NO,MIN_KOLICH,MAX_KOLICH,DOSTAW,INTRASTAT,COUNTRY,TEGLO,TREND,IS_ACTIVE,ACC_TIP,EEO_NO,EEO_TEGLO,IS_ACTIVE_WEB,IS_ACTIVE_PARENT,IS_ACTIVE_WEB_PARENT,GROUP_ID,FOLLOW_NUM,ID_PROPS_GRP_G,IS_RESTRICT
9635,3,1,1332253105,2.5.6. Актуатори,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,4,1,1332255981,2.5.1. Кранове на фланци,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,5,1,1332256008,2.5.2. Кранове на заварка,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,6,1,1332256061,2.5.3. Кранове на резба,2.5. Кранове,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,7,1,1332266709,Скоби,Други (Крепежи),,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,8,1,1332358154,Кабели - Мрежови,7. Кабели,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,9,1,1332358186,Гофри,7. Кабели,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,10,1,1332358468,Кабели - Захранващи,7. Кабели,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,11,1,1332358844,Кабели - Сензори,7. Кабели,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,12,1,1332361927,Газ анализ - Крепежи,8. Табло газ анализатор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,13,1,1332362491,Газ анализ - Сензори,8. Табло газ анализатор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,14,1,1332362615,Газ анализ - Арматури,8. Табло газ анализатор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,15,1,1332362685,Газ анализ - Фитинги,8. Табло газ анализатор,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,16,1,1332365518,2. Корпуси,9. Други,,,M,M,M,,,,,,,0.0,,,P,0.0,0.0,ADEV S.R.L.,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,17,1,1332365707,3. Консумативи,9. Други,,,M,M,M,,,,,,,0.0,,,P,0.0,0.0,ADEV S.R.L.,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,18,1,1332365743,4. Съдове,9. Други,,,M,M,M,,,,,,,0.0,,,P,0.0,0.0,ADEV S.R.L.,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,19,1,1333263275,1. Фирми,Неактивни,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,20,1,1333263297,1) Грийн Иновейшън АД,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,21,1,1333264584,ИНТ Уорълд,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,22,1,1333264643,Технополис,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,23,1,1333264711,Микромакс Трейд,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,24,1,1333264747,AFP TECH,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,25,1,1333264779,AGFA,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,26,1,1333264927,ДФ България,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,27,1,1333636217,АйСи Лоджистик,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,29,1,1333636445,SOTAR,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,30,1,1333636742,Гумпласт,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,31,1,1333636955,АЛУСИЛ,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,32,1,1333637348,Бактрейд,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,33,1,1333637540,Филипекс,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
9635,34,1,1333637580,Интерметал,1. Фирми,,,M,M,M,,,,,,,0.0,,,N,,,,,,,1.5,Y,0,,0.0,Y,Y,Y,,0.0,,0
