__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,USER_ID,KASA,SKLAD,READ_ONLY
7795,32,1,Гост,X,Суровини,
7795,33,1,Гост,Y,Суровини,
7795,34,1,Гост,Z,Суровини,
7795,35,1,Одитор,A,Суровини,
7795,36,1,Одитор,B,Суровини,
7795,37,1,Одитор,C,Суровини,
7795,38,1,Одитор,D,Суровини,
7795,39,1,Одитор,E,Суровини,
7795,40,1,Одитор,F,Суровини,
7795,41,1,Одитор,G,Суровини,
7795,42,1,Одитор,H,Суровини,
7795,43,1,Одитор,I,Суровини,
7795,44,1,Одитор,J,Суровини,
7795,45,1,Одитор,K,Суровини,
7795,46,1,Одитор,L,Суровини,
7795,47,1,Одитор,M,Суровини,
7795,48,1,Одитор,N,Суровини,
7795,49,1,Одитор,O,Суровини,
7795,50,1,Одитор,P,Суровини,
7795,51,1,Одитор,Q,Суровини,
7795,52,1,Одитор,R,Суровини,
7795,53,1,Одитор,S,Суровини,
7795,54,1,Одитор,T,Суровини,
7795,55,1,Одитор,U,Суровини,
7795,56,1,Одитор,V,Суровини,
7795,57,1,Одитор,W,Суровини,
7795,58,1,Одитор,X,Суровини,
7795,59,1,Одитор,Y,Суровини,
7795,60,1,Одитор,Z,Суровини,
7795,61,1,ADMIN,X,Услуги,
