__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DT_CREATED,DT_CHANGED,DT_STP,DT_PLANS,DT_DOC,DT_MADE,DT_TECH,DURATION,SMETKA,FIRMA,F_CONTACT,STP_TIP,RAZPAD,SKLAD,GRUPA,STOKA,CENA_TIP,VALUTA,NOTE,OWNER,SIGN_BY,KASA,PR_GRUPA,PROPS,IS_OPEN,LV_ZA_USD,LV_ZA_DM,DM_ZA_USD,LV_ZA_1,LV_ZA_2,LV_ZA_3,LV_ZA_4,LV_ZA_5,VAR_101,ROW_101,PLN_101,WRK_101,PRD_101,BRK_101,KOLICH_PLN,KOLICH_PLN2,KOLICH_WRK,KOLICH_WRK2,KOLICH_PRD,KOLICH_PRD2,KOLICH_BRK,KOLICH_BRK2,PROD_EX
5900,4,1,44730875,1312135771,44252665,0,1312135751,1312135751,49935511,0,0000000034,VW Полша,,WR,1,Неактивен 2,1.2.1. Части (Очиска),Демистър 4“ - Дъно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Рязане на тръба|103—5 мин|102—Подготовка на краища|105—7 мин|104—Заваряване|106—65 мин всичко!|100—Заваряване дланец DN25 към тръба 1`(двустранен, ъглов шев)|108—30 мин|144—Заваряване на тръба и фланец към капа (челен шев вътр. и ъглов шев вън.)|145—20 мин|146—Притискане на заварено съединение, преса|147—10 мин|148—Стиковане и прихващане|149—5 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-8.0,0.0,8.0,0.0,0.0,0.0,
5900,6,1,50173966,1312135845,34717919,0,1312135784,1312135784,44670355,0,0000000037,VW Полша,,PW,1,Неактивен 2,1) Грийн Иновейшън АД,"Вътрешна част(гъба,кръст,ос)",1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Обезмасляване на кръст|103—12 мин общо|122—КОН, обезмаслител и изплакване|121—10 мин|123—Почистване с ацетон|124—2 мин|102—Рязане на ос|105—1 мин|104—Заваряване челно към кръст|106—2 мин|109—Нанизване на ос през центр. отвор|110—3 мин|114—Челно заваряване на ос|126—2 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
5900,8,1,50173966,1312135845,39701296,0,1312135827,1312135827,44670355,0,0000000037,VW Полша,,WR,1,Неактивен 2,1) Грийн Иновейшън АД,"Вътрешна част(гъба,кръст,ос)",1,L,(автогенериран под-план),ADMIN,,Z,Демистър,"|101—Обезмасляване на кръст|103—12 мин общо|122—КОН, обезмаслител и изплакване|121—10 мин|123—Почистване с ацетон|124—2 мин|102—Рязане на ос|105—1 мин|104—Заваряване челно към кръст|106—2 мин|109—Нанизване на ос през центр. отвор|110—3 мин|114—Челно заваряване на ос|126—2 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0,
5900,10,1,48413636,1312135941,41286454,0,1312135858,1312135858,47990845,0,0000000036,VW Полша,,PW,1,Неактивен 2,0. Разни,Среден фланец с тръба и коляно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Рязане|103—5 мин|102—Подготовка краища тръба 1`|105—7 мин|104—Заварка фланец към тръба (двустранен ъглов шев)|106—30 мин|109—Заварка челна на коляно към тръба и фланец|110—5 мин|114—Стиковане и прихващане|126—5 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
5900,12,1,48413636,1312135941,34500568,0,1312135918,1312135918,47990845,0,0000000036,VW Полша,,WR,1,Неактивен 2,0. Разни,Среден фланец с тръба и коляно,1,L,(автогенериран под-план),ADMIN,,Z,Демистър,|101—Рязане|103—5 мин|102—Подготовка краища тръба 1`|105—7 мин|104—Заварка фланец към тръба (двустранен ъглов шев)|106—30 мин|109—Заварка челна на коляно към тръба и фланец|110—5 мин|114—Стиковане и прихващане|126—5 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0,
5905,1,1,47273863,1312136034,35731331,0,1312135963,1312135963,35853460,0,0000000033,VW Полша,,PW,1,"Склад производство, 500kW",1.2.2 Съдове (Очиска),Демистър 4“,1,L,(разбит на под-планове),ADMIN,,Z,Демистър,"|101—Стиковане и точкуване на дъна към тяло|103—20 мин|102—Центриране, стиковане и прихващане на муфи|105—20 мин|104—Центриране на средна сглобка и фиксиране|106—20 мин|109—Фиксиране и прихващане на вътрешна част на 4 места|110—15 мин|114—Затваряне на капи|126—30 мин общо|115—Позициониране|117—Притискане|119—Прихващане|127—Заваряване на капи  към тяло|128—40 мин/ръчно|129—Заваряване на двете муфи|130—20 мин|131—Заваряване на среден фланец с тръба и коляно, ъглов шев|132—15 мин|133—Проход на резбите на муфи с метчик|134—20 мин|135—Елекртохимично почистване|136—20 мин|138—Измиване и изсушаване|139—20 мин|140—Заваряване планки на ъглов шев, двустранно|141—20 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,
5905,3,1,47273863,1312136034,34428257,0,1312136005,1312136005,35853460,0,0000000033,VW Полша,,WR,1,"Склад производство, 500kW",1.2.2 Съдове (Очиска),Демистър 4“,1,L,(разбит на под-планове),ADMIN,,Z,Демистър,"|101—Стиковане и точкуване на дъна към тяло|103—20 мин|102—Центриране, стиковане и прихващане на муфи|105—20 мин|104—Центриране на средна сглобка и фиксиране|106—20 мин|109—Фиксиране и прихващане на вътрешна част на 4 места|110—15 мин|114—Затваряне на капи|126—30 мин общо|115—Позициониране|117—Притискане|119—Прихващане|127—Заваряване на капи  към тяло|128—40 мин/ръчно|129—Заваряване на двете муфи|130—20 мин|131—Заваряване на среден фланец с тръба и коляно, ъглов шев|132—15 мин|133—Проход на резбите на муфи с метчик|134—20 мин|135—Елекртохимично почистване|136—20 мин|138—Измиване и изсушаване|139—20 мин|140—Заваряване планки на ъглов шев, двустранно|141—20 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0,
5905,5,1,36425042,1317656958,44872595,0,1307151047,1307151047,1300860756,0,0000000004,Омуртаг,,PW,1,Склад,1) Грийн Иновейшън АД,АЕМ 10 kW,1,L,Омуртаг,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
5905,10,1,45613224,1324055960,-2,0,1324055879,1308344164,0,1042,,,,TT,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Дъно за бутилка,1,M,,ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Взимане на фаски|106—1 мин|109—Отрязване|110—2 мин|114—Челосване задна страна|126—1 мин|127—Взимане на фаски|128—1 мин|",,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6192,1,1,36650426,1317141716,-1,0,1317140599,1317140599,43187788,0,0000000038,Металхидрид,,TP,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,(разбит на под-планове),ADMIN,,Z,Бутилки Металхидрид,"|6—Готов|101—Активиране|103—2 часа|122—Вакуум|121—1 час|123—Нагряване|124—1 час|125—50л. водород, 1.5KW енергия|102—Монтаж бърза връзка|105—20 мин./бр.|104—Подготовка за експедиция/разреждане|106—1 час|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6192,2,1,36654702,1315559514,-1,0,1311533380,1311533380,47816762,0,0000000032,Златна Панега,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Табло Металхидрид,1,L,,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
6192,6,1,45748066,1317141274,-1,0,1317140599,1317140686,45613224,1042,0000000041,Металхидрид,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Дъно за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Взимане на фаски|106—1 мин|109—Отрязване|110—2 мин|114—Челосване задна страна|126—1 мин|127—Взимане на фаски|128—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6192,10,1,38624603,1317141157,-1,0,1317140599,1317140687,38528262,0,0000000043,Металхидрид,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Пълнеж за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|6—Операции и разходи за 1кг. пълнеж|101—Теглене|103—2 мин.|102—Смесване на суровини|105—1 мин.|104—Стопяване в индукционна пещ|106—30 мин.|107—4 KW за 30 мин.|100—Изстиване|108—30 мин.|109—Разпрашаване|110—8 часа|113—500 литра H2|111—Зареждане на реактор|112—30 мин.|114—Пудра|115—Теглене|116—1 мин.|117—Пълнене|118—2-5 мин.|119—Затваряне|120—5 мин.|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,
6192,12,1,49070797,1317141251,48264767,0,1317140709,1317140709,44960646,0,0000000040,Металхидрид,,PW,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тапа за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Струговане на шийка ф33,5-ф16,5|106—5 мин|109—Пробиване с 3 центрови свредла|110—10 мин|114—Нарязване на конусна резба|126—2 мин|127—Взимане на фаски|128—1 мин|129—Отрязване|130—2 мин|131—Челосване задна страна|132—1 мин|133—Засечка|134—1 мин|135—Взимане на фаски|136—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
6192,14,1,45748066,1317141274,39234588,0,1317140759,1317140759,45613224,0,0000000041,Металхидрид,,PW,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Дъно за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Взимане на фаски|106—1 мин|109—Отрязване|110—2 мин|114—Челосване задна страна|126—1 мин|127—Взимане на фаски|128—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
6398,1,1,47854542,1317141423,47049208,0,1317141006,1317141006,45739937,0,0000000044,Металхидрид,,PW,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тяло на бутилка,1,L,,ADMIN,,Z,Бутилки Металхидрид,|101—Рязане на тръба|103—2 мин|102—Челосване|105—2 мин|104—Външна фаска|106—1 мин|109—Подготовка на тяло за засечка|110—5 мин|114—Засечка|126—1 мин|127—Вътрешна фаска|128—1 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
6398,4,1,47854542,1317141423,-1,0,1317140959,1317140959,45739937,0,0000000044,Металхидрид,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тяло на бутилка,1,L,,ADMIN,,Z,Бутилки Металхидрид,|101—Рязане на тръба|103—2 мин|102—Челосване|105—2 мин|104—Външна фаска|106—1 мин|109—Подготовка на тяло за засечка|110—5 мин|114—Засечка|126—1 мин|127—Вътрешна фаска|128—1 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6398,5,1,38624603,1317141157,42348863,0,1317141031,1317141031,38528262,0,0000000043,Металхидрид,,PW,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Пълнеж за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|6—Операции и разходи за 1кг. пълнеж|101—Теглене|103—2 мин.|102—Смесване на суровини|105—1 мин.|104—Стопяване в индукционна пещ|106—30 мин.|107—4 KW за 30 мин.|100—Изстиване|108—30 мин.|109—Разпрашаване|110—8 часа|113—500 литра H2|111—Зареждане на реактор|112—30 мин.|114—Пудра|115—Теглене|116—1 мин.|117—Пълнене|118—2-5 мин.|119—Затваряне|120—5 мин.|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-3.3,0.0,3.3,0.0,0.0,0.0,0.0,0.0,
6398,7,1,38624603,1317141157,48005959,0,1317141131,1317141131,38528262,0,0000000043,Металхидрид,,WR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Пълнеж за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|6—Операции и разходи за 1кг. пълнеж|101—Теглене|103—2 мин.|102—Смесване на суровини|105—1 мин.|104—Стопяване в индукционна пещ|106—30 мин.|107—4 KW за 30 мин.|100—Изстиване|108—30 мин.|109—Разпрашаване|110—8 часа|113—500 литра H2|111—Зареждане на реактор|112—30 мин.|114—Пудра|115—Теглене|116—1 мин.|117—Пълнене|118—2-5 мин.|119—Затваряне|120—5 мин.|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-3.3,0.0,3.3,0.0,0.0,0.0,
6398,8,1,49070797,1317141251,33627471,0,1317141172,1317141172,44960646,0,0000000040,Металхидрид,,WR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тапа за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Струговане на шийка ф33,5-ф16,5|106—5 мин|109—Пробиване с 3 центрови свредла|110—10 мин|114—Нарязване на конусна резба|126—2 мин|127—Взимане на фаски|128—1 мин|129—Отрязване|130—2 мин|131—Челосване задна страна|132—1 мин|133—Засечка|134—1 мин|135—Взимане на фаски|136—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
6398,9,1,45748066,1317141274,34698093,0,1317141259,1317141259,45613224,0,0000000041,Металхидрид,,WR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Дъно за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Взимане на фаски|106—1 мин|109—Отрязване|110—2 мин|114—Челосване задна страна|126—1 мин|127—Взимане на фаски|128—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
6398,11,1,49070797,1317141251,-1,0,1317140599,1317140686,44960646,0,0000000040,Металхидрид,,TP,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тапа за бутилка,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,"|101—Струговане на прът ф35-ф33,5|103—5 мин|102—Челосване|105—1 мин|104—Струговане на шийка ф33,5-ф16,5|106—5 мин|109—Пробиване с 3 центрови свредла|110—10 мин|114—Нарязване на конусна резба|126—2 мин|127—Взимане на фаски|128—1 мин|129—Отрязване|130—2 мин|131—Челосване задна страна|132—1 мин|133—Засечка|134—1 мин|135—Взимане на фаски|136—1 мин|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6398,13,1,47854542,1317141423,50108062,0,1317141281,1317141281,45739937,0,0000000044,Металхидрид,,WR,1,2. МЕТАЛХИДРИД,Вътрешни изделия и детайли,Тяло на бутилка,1,L,,ADMIN,,Z,Бутилки Металхидрид,|101—Рязане на тръба|103—2 мин|102—Челосване|105—2 мин|104—Външна фаска|106—1 мин|109—Подготовка на тяло за засечка|110—5 мин|114—Засечка|126—1 мин|127—Вътрешна фаска|128—1 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
6398,15,1,39314364,1317141504,-1,0,1310541923,1310541923,43187788,0,0000000028,Италия,,TP,1,System - 10kW Italy,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,Ще са готови около 27-28.11,ADMIN,,Z,Бутилки Металхидрид,|101—Стопяване|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6402,1,1,41682963,1317141583,-1,0,1317140599,1317140686,49932569,0,0000000039,Металхидрид,,TP,1,Неактивен 2,1.3. Металхидрид,Бутилки Металхидрид - Полуготови,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|101—Подготовка на материалите|103—5 мин|102—Съединяване на материалите с точкуване|105—15 мин|104—Заваряване|106—10 мин|109—Почистване ЗТВ и визуален контрол|110—10 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,
6402,2,1,41682963,1317141583,35692777,0,1317141528,1317141528,49932569,0,0000000039,Металхидрид,,PW,1,Неактивен 2,1.3. Металхидрид,Бутилки Металхидрид - Полуготови,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|101—Подготовка на материалите|103—5 мин|102—Съединяване на материалите с точкуване|105—15 мин|104—Заваряване|106—10 мин|109—Почистване ЗТВ и визуален контрол|110—10 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
6402,4,1,41682963,1317141583,41101048,0,1317141567,1317141567,49932569,0,0000000039,Металхидрид,,WR,1,Неактивен 2,1.3. Металхидрид,Бутилки Металхидрид - Полуготови,1,L,(автогенериран под-план),ADMIN,,Z,Бутилки Металхидрид,|101—Подготовка на материалите|103—5 мин|102—Съединяване на материалите с точкуване|105—15 мин|104—Заваряване|106—10 мин|109—Почистване ЗТВ и визуален контрол|110—10 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
6402,6,1,36650426,1317141716,42476671,0,1317141594,1317141594,43187788,0,0000000038,Металхидрид,,PW,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,(разбит на под-планове),ADMIN,,Z,Бутилки Металхидрид,"|6—Готов|101—Активиране|103—2 часа|122—Вакуум|121—1 час|123—Нагряване|124—1 час|125—50л. водород, 1.5KW енергия|102—Монтаж бърза връзка|105—20 мин./бр.|104—Подготовка за експедиция/разреждане|106—1 час|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,
6402,8,1,36650426,1317141716,49022476,0,1317141677,1317141677,43187788,0,0000000038,Металхидрид,,WR,1,Неактивен 3,1.3. Металхидрид,Бутилки Металхидрид - Готови,1,L,(разбит на под-планове),ADMIN,,Z,Бутилки Металхидрид,"|6—Готов|101—Активиране|103—2 часа|122—Вакуум|121—1 час|123—Нагряване|124—1 час|125—50л. водород, 1.5KW енергия|102—Монтаж бърза връзка|105—20 мин./бр.|104—Подготовка за експедиция/разреждане|106—1 час|",,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-10.0,0.0,10.0,0.0,0.0,0.0,
6402,11,1,43987986,1317538938,35505348,0,1317538910,1317538910,39161073,0,0000000045,За производство,,WR,1,0. СКЛАД - ОСНОВЕН,Фитинги - Щуцер на резба,Щуцер за маркуч 304 1/2“,1,M,,ADMIN,,Z,,|101—Челосване|103—2 мин|102—Отнемане на материал за резба|105—3 мин|104—Пробиване с 3 свредла|106—10 мин|109—Взимане на фаски|110—2 мин|114—Нарязване на резба|126—10 мин|127—Отрязване на парче|128—3 мин|129—Обръщане|130—1 час|131—Челосване|132—2 мин|133—Отнемане на материал за резба и шийки|134—9 мин|135—Нарязване на резба|136—10 мин|138—Оформяне на конус|139—4 мин|140—Взимане на фаски|141—2 мин|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,1,0,0,-1,1,0,0.0,0.0,-40.0,0.0,40.0,0.0,0.0,0.0,
6402,13,1,47233553,1318861857,-1,0,1318861593,1318861659,49935511,0,0000000047,Брикел,,TP,1,Неактивен 2,1.2.1. Части (Очиска),Демистър 4“ - Дъно,1,L,(автогенериран под-план),Yordan Markov,,Z,Демистър,"|101—Рязане на тръба|103—5 мин|102—Подготовка на краища|105—7 мин|104—Заваряване|106—65 мин всичко!|100—Заваряване дланец DN25 към тръба 1`(двустранен, ъглов шев)|108—30 мин|144—Заваряване на тръба и фланец към капа (челен шев вътр. и ъглов шев вън.)|145—20 мин|146—Притискане на заварено съединение, преса|147—10 мин|148—Стиковане и прихващане|149—5 мин|",,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
6402,16,1,49132890,1317635873,-1,0,1302135909,1302135909,1300860839,1300860839,0000000001,0,,TP,1,Склад,1) Грийн Иновейшън АД,АЕM-Z 500 kW,1,L,Кърджали,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
6402,17,1,49132890,1317635873,37874140,0,1302135931,1302135931,1300860839,0,0000000001,0,,PW,1,Склад,1) Грийн Иновейшън АД,АЕM-Z 500 kW,1,L,Кърджали,ADMIN,,Z,,,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
6462,2,1,43116945,1319232612,-1,0,1305653024,1305653024,1300860652,1300860652,0000000003,Община Бургас,,TP,1,Склад,1) Грийн Иновейшън АД,АЕМ-Z 30 kW,1,L,,ADMIN,,Z,,|6—202404112448|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
6462,4,1,43116945,1319232612,46613752,0,1305653096,1305653096,1300860652,0,0000000003,Община Бургас,,PW,1,Склад,1) Грийн Иновейшън АД,АЕМ-Z 30 kW,1,L,,ADMIN,,Z,,|6—202404112448|,,2.0,1.95583,1.02258,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
6462,5,1,39991739,1318861747,-1,0,1318861593,1318861659,42937997,0,0000000048,Брикел,,TP,1,Неактивен 2,0. Разни,Разпробита капа,1,L,(автогенериран под-план),Yordan Markov,,Z,Демистър,|101—Фиксиране|103—2 мин|102—Дупчене|105—4 мин|104—Калибриране на отвор|106—5 мин|109—Взимане на фаски|110—2 мин|,,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,
6462,8,1,45794728,1318862098,-1,0,1318861593,1318861593,35853460,0,0000000046,Брикел,,TP,1,"Склад производство, 500kW",1.2.2 Съдове (Очиска),Демистър 4“,1,M,(разбит на под-планове),Yordan Markov,,Z,Демистър,"|101—Стиковане и точкуване на дъна към тяло|103—20 мин|102—Центриране, стиковане и прихващане на муфи|105—20 мин|104—Центриране на средна сглобка и фиксиране|106—20 мин|109—Фиксиране и прихващане на вътрешна част на 4 места|110—15 мин|114—Затваряне на капи|126—30 мин общо|115—Позициониране|117—Притискане|119—Прихващане|127—Заваряване на капи  към тяло|128—40 мин/ръчно|129—Заваряване на двете муфи|130—20 мин|131—Заваряване на среден фланец с тръба и коляно, ъглов шев|132—15 мин|133—Проход на резбите на муфи с метчик|134—20 мин|135—Елекртохимично почистване|136—20 мин|138—Измиване и изсушаване|139—20 мин|140—Заваряване планки на ъглов шев, двустранно|141—20 мин|",,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6462,9,1,34055391,1318861928,-1,0,1318861593,1318861660,47990845,0,0000000049,Брикел,,TP,1,Неактивен 2,0. Разни,Среден фланец с тръба и коляно,1,L,(автогенериран под-план),Yordan Markov,,Z,Демистър,|101—Рязане|103—5 мин|102—Подготовка краища тръба 1`|105—7 мин|104—Заварка фланец към тръба (двустранен ъглов шев)|106—30 мин|109—Заварка челна на коляно към тръба и фланец|110—5 мин|114—Стиковане и прихващане|126—5 мин|,,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6462,11,1,35768859,1318861998,-1,0,1318861593,1318861660,44670355,0,0000000050,Брикел,,TP,1,Неактивен 2,1) Грийн Иновейшън АД,"Вътрешна част(гъба,кръст,ос)",1,L,(автогенериран под-план),Yordan Markov,,Z,Демистър,"|101—Обезмасляване на кръст|103—12 мин общо|122—КОН, обезмаслител и изплакване|121—10 мин|123—Почистване с ацетон|124—2 мин|102—Рязане на ос|105—1 мин|104—Заваряване челно към кръст|106—2 мин|109—Нанизване на ос през центр. отвор|110—3 мин|114—Челно заваряване на ос|126—2 мин|",,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,
6462,13,1,39991739,1318861747,49021392,0,1318861675,1318861675,42937997,0,0000000048,Брикел,,PW,1,Неактивен 2,0. Разни,Разпробита капа,1,L,(автогенериран под-план),Yordan Markov,,Z,Демистър,|101—Фиксиране|103—2 мин|102—Дупчене|105—4 мин|104—Калибриране на отвор|106—5 мин|109—Взимане на фаски|110—2 мин|,,0.84,1.0,0.84,1.0,1.0,1.0,1.0,1.0,0,-1,-1,1,0,0,-8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,
